Unnamed: 0,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,PPS_r_i_docking_score,PPS_r_i_glide_ecoul,PPS_r_i_glide_emodel,PPS_r_i_glide_energy,PPS_r_i_glide_erotb,PPS_r_i_glide_esite,PPS_r_i_glide_evdw,PPS_r_i_glide_gscore,PPS_r_i_glide_hbond,PPS_r_i_glide_ligand_efficiency,PPS_r_i_glide_ligand_efficiency_ln,PPS_r_i_glide_ligand_efficiency_sa,PPS_r_i_glide_lipo,PPS_r_i_glide_metal,PPS_r_i_glide_rewards,PPS_NetCharge,PPS_PositiveCharge,PPS_NegativeCharge,PPS_best_variant,norm_PPS_r_i_docking_score,amean,filter,passes_diversity_filter,filtered_amean,score_time,diversity_filter,diversity_filter_params,prior,agent,batch_size,rl_strategy,sigma
22113,RNN,PPS_tester_run_2,345,33,1189365.2411351204,NC(=O)c1ccc(CC(N)CC(=O)N2CCC(Cc3ccc(CNC(=O)c4cc5nc(N)ncc5[nH]4)cc3)CC2)cc1,True,1,True,0,0.1941104291822055,3.230244652469845,2.310200000000001,568.682,42.0,532.3940000000002,7.0,5.0,11.0,10.0,4.0,1.0,5.0,186.11000000000004,-0.9200446524698442,0.0,C31H36N8O3,1557.6109616463789,4.0,0.0,-14.7258,-25.863,-169.767,-93.106,0.43185,-0.353612,-67.243,-14.7258,-1.0737,-0.350615,-3.10824,-1.21875,-5.31175,0.0,-1.17701,1.0,1.0,0.0,345_33-2,0.927007988517686,0.927007988517686,1.0,False,0.9084678287473325,2835.3706243038177,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
17027,RNN,PPS_tester_run_2,266,3,942566.563627243,NC(=O)c1cccc(CNC(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5cccc(C(N)=O)c5[nH]4)cc3)CC2)c1,True,1,True,0,0.2089833400864119,2.5747158123197167,2.3231,567.6500000000001,42.0,534.3860000000003,5.0,5.0,11.0,9.0,4.0,1.0,5.0,166.64999999999998,-0.2516158123197165,0.0,C31H33N7O4,1622.061653081456,2.0,0.0,-14.7078,-26.7707,-176.446,-95.4602,0.555893,-0.451118,-68.6896,-14.8132,-1.3236,-0.350187,-3.10445,-1.21726,-5.11161,0.0,-1.04826,1.0,1.0,0.0,266_3-1,0.9374175414443872,0.9374175414443872,1.0,False,0.8999208397866116,3803.496311903,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15717,RNN,PPS_tester_run_2,245,37,874587.0845878124,NC(=O)c1ccc(NC(=O)NC2CCN(C(=O)CCNC(=O)c3ccc(CN4CCC(CNC(=O)c5cccc(C(N)=O)c5)C4)cc3)C2)cc1,True,1,True,0,0.15701023905715,3.4233032668864123,1.678800000000003,682.7820000000002,50.0,640.4460000000001,7.0,6.0,14.0,13.0,3.0,2.0,5.0,209.06,-1.744503266886409,0.0,C36H42N8O6,1729.0482598074882,3.0,0.0,-14.7038,-19.2047,-176.08,-98.1712,0.563414,-0.379283,-78.9665,-14.7144,-1.43575,-0.294076,-2.99343,-1.08338,-4.79272,0.0,-1.84108,1.0,1.0,0.0,245_37-8,0.9371625971178544,0.9371625971178544,1.0,False,0.9184193451754972,4976.484527826309,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15623,RNN,PPS_tester_run_2,244,7,869419.1683511734,CCN1CCN(c2ccc3cc(C(=O)NCC(=O)N4CCN(Cc5ccc(CNC(=O)c6cccc(C(N)=O)c6)cc5)C4)ccc3c2)CC1,True,1,True,0,0.2253463784223537,2.767062464002682,3.042300000000004,661.8070000000001,49.0,618.4630000000001,7.0,3.0,11.0,11.0,4.0,2.0,6.0,131.32,0.2752375359973209,0.0,C38H43N7O4,1835.8720805032465,2.0,0.0,-14.6993,-29.6108,-188.009,-101.425,0.421547,-0.21215,-71.8138,-14.8812,-1.30179,-0.299986,-3.00487,-1.09774,-4.93266,0.0,-1.26542,2.0,2.0,0.0,244_7-1,0.936875784750505,0.936875784750505,1.0,False,0.9181382690554948,5167.465041160584,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
22296,RNN,PPS_tester_run_2,348,24,1198754.7643873692,NC(=O)c1ccc(CC(N)NC(=O)N2CCC(Cc3ccc(CNC(=O)c4nc5ccncc5[nH]4)cc3)CC2)cc1,True,1,True,0,0.1988782729029546,3.260283039009809,2.478400000000001,554.6550000000001,41.0,520.3830000000004,6.0,5.0,11.0,9.0,4.0,1.0,5.0,172.11999999999998,-0.7818830390098075,0.0,C30H34N8O3,1476.0433959131344,3.0,0.0,-14.6946,-25.7774,-174.444,-93.5454,0.418354,-0.457016,-67.768,-14.8264,-0.965714,-0.358404,-3.1175,-1.23585,-5.41656,0.0,-1.15043,1.0,1.0,0.0,348_24-1,0.9250439085191968,0.9250439085191968,1.0,False,0.906543030348813,3632.574186325073,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15386,RNN,PPS_tester_run_2,240,26,849906.9144246578,NCc1cccc2cc(C(=O)NCc3ccc(CN4CCC(CNC(=O)C(N)Cc5ccc(C(N)=O)cc5)C4)cc3)ccc12,True,1,True,0,0.1703290265702926,3.2520262167344383,2.835500000000001,592.7440000000003,44.0,552.4240000000002,6.0,5.0,9.0,12.0,4.0,1.0,5.0,156.57,-0.4165262167344368,0.0,C35H40N6O3,1620.353637122678,3.0,0.0,-14.6875,-28.3155,-184.226,-98.3909,0.417266,-0.476316,-70.0754,-14.8719,-1.33047,-0.333807,-3.07001,-1.17845,-5.14758,0.0,-0.831015,3.0,3.0,0.0,240_26-8,0.9602246353598024,0.9602246353598024,1.0,False,0.902611157238214,5355.695908546448,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15619,RNN,PPS_tester_run_2,244,3,869419.1683511734,NC(=O)c1cccc(C(=O)NCc2ccc(CN3CCC(NC(=O)Nc4cccc5cc(C(N)=O)ccc45)C3)cc2)c1,True,1,True,0,0.2104632759115986,2.868530037085229,3.363600000000001,564.6460000000002,42.0,532.3900000000003,5.0,5.0,10.0,9.0,4.0,1.0,5.0,159.65,0.4950699629147719,0.0,C32H32N6O4,1652.907371493451,2.0,0.0,-14.6749,-28.7116,-184.228,-101.837,0.565277,-0.432381,-73.1255,-14.6846,-1.50139,-0.349401,-3.09749,-1.21453,-5.08196,0.0,-0.57786,1.0,1.0,0.0,244_3-2,0.9353206243586556,0.9353206243586556,1.0,False,0.9166142118714824,5167.465041160584,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
18808,RNN,PPS_tester_run_2,293,56,1035572.9018013476,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)Nc4cccc5c4CNC(=O)NC5=O)cc3)CC2)cc1,True,1,True,0,0.2483064818482637,2.6760288530794565,2.4099000000000004,584.6370000000002,43.0,552.3810000000003,6.0,6.0,13.0,7.0,3.0,2.0,5.0,177.99999999999997,-1.266128853079456,0.0,C30H32N8O5,1533.1010598000012,2.0,0.0,-14.6699,-26.2748,-188.491,-98.7402,0.444648,-0.583309,-72.4654,-14.7732,-1.35138,-0.34116,-3.08113,-1.19522,-4.88536,0.0,-0.833327,1.0,1.0,0.0,293_56-1,0.93500194395049,0.93500194395049,1.0,False,0.91630190507148,2583.7363646030426,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
21147,RNN,PPS_tester_run_2,330,27,1134821.2851309776,NC(=O)c1cccc(NC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4cc5c(=O)[nH]ccc5[nH]4)cc3)C2)c1,True,1,True,0,0.1913336801185423,3.08073998827125,2.5287,541.6120000000002,40.0,510.3640000000004,5.0,6.0,11.0,9.0,4.0,1.0,5.0,165.20999999999998,-0.5520399882712503,0.0,C29H31N7O4,1591.9829231125675,2.0,0.0,-14.6688,-25.1647,-178.174,-94.8354,0.702639,-0.394784,-69.6708,-14.6766,-1.62652,-0.366719,-3.12841,-1.25416,-5.26333,0.0,-0.836316,1.0,1.0,0.0,330_27-3,0.9234197654435232,0.9234197654435232,1.0,False,0.7202674170459481,4344.208781003952,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
21706,RNN,PPS_tester_run_2,339,10,1168718.710442543,NC(=O)c1cccc(CC(N)CC(=O)N2CCC(Cc3ccc(CNC(=O)c4ccc5cnccc5c4)cc3)C2)c1,True,1,True,0,0.2781144114530119,3.280313830557572,3.6148000000000025,549.6750000000002,41.0,514.3950000000003,5.0,3.0,8.0,10.0,4.0,1.0,5.0,131.41000000000005,0.3344861694424308,0.0,C33H35N5O3,1552.313548531665,4.0,0.0,-14.6652,-24.707,-168.678,-88.6547,0.61448,-0.233994,-63.9478,-14.6687,-1.5246,-0.357689,-3.11128,-1.23339,-6.17003,0.0,-0.451121,1.0,1.0,0.0,339_10-3,0.9231931408283128,0.9231931408283128,1.0,False,0.8862654151951804,2746.3705670833588,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
16636,RNN,PPS_tester_run_2,259,60,921950.9185731412,NC(=O)c1ccc2[nH]c(C(=O)NCC3CCN(Cc4ccc(CNC(=O)c5ccc(C(N)=O)c(C(F)(F)F)c5)cc4)C3)cc2c1,True,1,True,0,0.1828099706351616,3.205668516109683,3.5664000000000016,620.6320000000002,45.0,589.3840000000001,5.0,5.0,13.0,10.0,4.0,1.0,5.0,163.41,0.3607314838903184,0.0,C32H31F3N6O4,1767.043863857612,2.0,3.0,-14.6569,-28.8273,-184.876,-99.8193,0.413302,-0.371667,-70.992,-14.6663,-1.46268,-0.325709,-3.04929,-1.15851,-4.71156,0.0,-0.98405,1.0,1.0,0.0,259_60-3,0.9341733748892586,0.9341733748892586,1.0,False,0.653921362422481,2751.724429368973,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
17069,RNN,PPS_tester_run_2,266,45,942566.563627243,CNC(=O)CN1CCc2ccc(C(=O)NCc3ccc(CN4CCC(CNC(=O)c5cc6cc(C(N)=O)ccc6[nH]5)CC4)cc3)cc21,True,1,True,0,0.1709540520634845,2.8430842374310465,2.947300000000002,635.7690000000002,47.0,594.4410000000001,6.0,5.0,11.0,11.0,4.0,2.0,6.0,152.66,0.1042157625689554,0.0,C36H41N7O4,1790.8641512291745,2.0,0.0,-14.649,-30.9572,-189.096,-99.8466,0.483831,-0.399943,-68.8894,-14.6544,-1.79907,-0.311681,-3.02033,-1.1248,-4.93616,0.0,-0.558594,1.0,1.0,0.0,266_45-1,0.9336698598443564,0.9336698598443564,1.0,False,0.8963230654505822,3803.496311903,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
14979,RNN,PPS_tester_run_2,234,3,817592.1027340889,NC(=O)c1cccc(NCC(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5c(C(N)=O)cccc5c4)cc3)C2)c1,True,1,True,0,0.1700604684903012,2.9809020558441546,3.017800000000002,592.7000000000003,44.0,556.4120000000004,6.0,5.0,10.0,12.0,4.0,1.0,5.0,159.65,0.0368979441558474,0.0,C34H36N6O4,1687.2646117208344,3.0,0.0,-14.646,-25.1492,-176.495,-92.6449,0.602387,-0.418539,-67.4957,-14.6555,-1.43278,-0.332864,-3.06134,-1.17513,-5.88392,0.0,-0.375438,1.0,1.0,0.0,234_3-1,0.9610614591125636,0.9610614591125636,1.0,False,0.9418402299303122,5199.958076000214,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
21082,RNN,PPS_tester_run_2,329,26,1131388.1856315136,O=C(NCc1ccc(C(F)(F)F)nc1)c1ccc(C(=O)C(=O)N2CCN(Cc3ccc(CNC(=O)c4cc5ccncc5[nH]4)cc3)CC2)cc1,True,1,True,0,0.1468489296915243,2.9307256074978483,4.363800000000003,683.6910000000001,50.0,651.435,7.0,3.0,14.0,10.0,5.0,1.0,6.0,140.39,1.4330743925021547,0.0,C36H32F3N7O4,1970.1264230853017,2.0,3.0,-14.6253,-27.3884,-182.477,-96.0973,0.378777,-0.369989,-68.7088,-15.0546,-1.18675,-0.292505,-2.97744,-1.0776,-4.72563,0.0,-1.71561,1.0,1.0,0.0,329_26-1,0.9206813846763988,0.9206813846763988,1.0,False,0.9022677569828708,3432.70694065094,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
20546,RNN,PPS_tester_run_2,321,2,1102460.1293082235,NC(=O)c1cccc(NC(=O)C(N)CC2CCN(Cc3ccc(CNC(=O)c4cc5c(=O)[nH]ccc5[nH]4)cc3)C2)c1,True,1,True,0,0.1742735001858822,3.4588707054948893,2.0631000000000004,555.6390000000002,41.0,522.3750000000005,6.0,6.0,11.0,10.0,4.0,1.0,5.0,179.19999999999996,-1.395770705494889,0.0,C30H33N7O4,1625.8624337656638,3.0,0.0,-14.5849,-32.0682,-179.137,-96.4053,0.413732,-0.418823,-64.3371,-14.8237,-1.47528,-0.35573,-3.09424,-1.22664,-5.32303,0.0,-0.803492,2.0,2.0,0.0,321_2-3,0.9181381528834832,0.9181381528834832,1.0,False,0.8997753898258136,3310.814010858536,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
22555,RNN,PPS_tester_run_2,352,27,1211776.3226246834,NC(=O)c1cc(C(=O)NCc2ccc(C3CCN(CCCC(=O)N4CCc5cc(C(N)=O)ccc5C4)C3)cn2)cc(C(=O)N2CC(F)C(F)(F)C2)c1,True,1,True,0,0.2735737495326388,4.099803656057577,2.793,719.7650000000003,52.0,679.4450000000003,7.0,3.0,15.0,11.0,3.0,3.0,6.0,172.02999999999997,-1.3068036560575766,0.0,C37H40F3N7O5,1889.5381529536269,4.0,3.0,-14.5801,-23.1304,-161.06,-91.8115,0.314125,-0.392,-68.681,-14.5801,-0.75093,-0.280386,-2.94473,-1.04655,-5.40125,0.0,-1.44643,1.0,1.0,0.0,352_27-4,0.9178359867298695,0.9178359867298695,1.0,False,0.8994792669952723,3070.275903701782,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15225,RNN,PPS_tester_run_2,237,57,833415.7167811394,NC(=O)c1cccc(C(=O)N2CCC(CCC3CCN(CC(=O)Nc4ccc5ccc(C(N)=O)cc5c4)CC3)C2)c1,True,1,True,0,0.370099343352461,2.9745336959148343,3.630600000000001,555.6790000000001,41.0,518.3830000000004,5.0,3.0,9.0,9.0,3.0,2.0,5.0,138.83,0.6560663040851669,0.0,C32H37N5O4,1463.4737010026483,3.0,0.0,-14.5599,-25.1506,-148.802,-88.585,0.527224,-0.21625,-63.4344,-14.5896,-1.71343,-0.355119,-3.08892,-1.22453,-5.30642,0.0,-0.936417,1.0,1.0,0.0,237_57-1,0.9518825306127786,0.9518825306127786,1.0,False,0.932844880000523,5639.190758466721,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
18320,RNN,PPS_tester_run_2,286,16,1011577.5403347017,NCc1cccc(NC(=O)NC2CCN(Cc3ccc(CNC4CN4CCC(=O)C(=O)Nc4ccc(C(N)=O)cc4)cc3)C2)c1,True,1,True,0,0.1183517632417954,3.811651167913273,1.9694000000000007,612.7350000000002,45.0,572.4150000000002,8.0,6.0,12.0,14.0,3.0,2.0,5.0,174.69,-1.8422511679132725,0.0,C33H40N8O4,1511.8461050755134,4.0,0.0,-14.5531,-29.5047,-184.258,-100.506,0.705179,-0.439612,-71.0017,-14.5531,-1.08369,-0.323402,-3.02769,-1.15031,-5.4274,0.0,-0.757483,3.0,3.0,0.0,286_16-5,0.9275575696157352,0.9275575696157352,1.0,False,0.9090064182234204,2941.2243213653564,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
20963,RNN,PPS_tester_run_2,327,35,1123716.7640902996,NC(=O)c1ccc(CNC(=O)C2=CC=C(CCN3CCC(Cc4ccc(CNC(=O)c5cc6c(=O)[nH]ccc6[nH]5)cc4)CC3)CC2)cc1,True,1,True,0,0.1535672893209079,3.156958893177673,4.492700000000002,646.792,48.0,604.4560000000001,5.0,5.0,10.0,12.0,4.0,2.0,6.0,153.17999999999998,1.3357411068223284,0.0,C38H42N6O4,1893.8585910425516,3.0,0.0,-14.5461,-27.8899,-176.452,-97.3303,0.457437,-0.397732,-69.4404,-14.5496,-1.39058,-0.303043,-2.98613,-1.10133,-5.52649,0.0,-0.22019,1.0,1.0,0.0,327_35-1,0.9156956431417724,0.9156956431417724,1.0,False,0.897381730278937,4229.158868789673,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
20199,RNN,PPS_tester_run_2,315,39,1085361.986101389,O=C(NCc1ccc(C(F)(F)F)nc1)c1ccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cnc5ccccn5c4=O)cc3)CC2)nc1,True,1,True,0,0.2410763770763729,2.9115927403649824,3.3213000000000017,684.6790000000002,50.0,653.4309999999999,9.0,2.0,15.0,9.0,5.0,1.0,6.0,141.90000000000003,0.4097072596350193,0.0,C35H31F3N8O4,2060.491065608926,2.0,3.0,-14.5422,-21.8139,-190.936,-104.251,0.331378,-0.241329,-82.4372,-14.9129,-0.741047,-0.290845,-2.96054,-1.07148,-5.1161,0.0,-1.75183,1.0,1.0,0.0,315_39-1,0.9154501331419612,0.9154501331419612,1.0,False,0.8971411304791221,2049.0334765911102,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
20435,RNN,PPS_tester_run_2,319,19,1096083.6069402697,Nc1ncnc2ncc(C(=O)NCc3ccc(CN4CCN(C(=O)c5ccc(C(=O)NC(N)C(=O)Nc6ccccc6)nc5)CC4)cc3)cc12,True,1,True,0,0.1341179001882398,3.394148319353194,1.543300000000002,673.7380000000002,50.0,638.458,11.0,5.0,15.0,10.0,5.0,1.0,6.0,214.45,-1.850848319353192,0.0,C35H35N11O4,2000.0046720114376,2.0,0.0,-14.5412,-20.9381,-191.529,-103.436,0.4477,-0.318888,-82.4976,-15.0488,-1.18407,-0.290823,-2.96032,-1.0714,-5.35574,0.0,-1.37221,0.0,0.0,0.0,319_19-3,0.9153871818599584,0.9153871818599584,1.0,False,0.8970794382227593,3443.6325721740723,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
12899,RNN,PPS_tester_run_2,201,35,677468.3416461945,NC(=O)c1cccc(NC(=O)NCC2CN(Cc3ccc(CN4CCCN(C(=O)Nc5cccc(C(N)=O)c5)CC4)cc3)CCN2)c1,True,1,True,0,0.1965402841313082,3.2041821801452777,2.2197000000000013,641.777,47.0,598.4330000000001,7.0,6.0,13.0,10.0,3.0,2.0,5.0,178.16,-1.9844821801452763,0.0,C34H43N9O4,1565.1555356060237,2.0,0.0,-14.535,-27.3048,-180.402,-100.97,0.466864,-0.417768,-73.6652,-15.1204,-1.39122,-0.309256,-2.99682,-1.11605,-5.71797,0.0,-0.377013,2.0,2.0,0.0,201_35-10,0.953777707783771,0.953777707783771,1.0,False,0.9347021536280956,4911.783766269684,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15550,RNN,PPS_tester_run_2,242,62,860140.6387400627,NC(=O)c1cccc(CC(N)C(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5ccc(C(N)=O)cc5c4)cc3)C2)c1,True,1,True,0,0.1656595081011375,3.285160843208759,2.4757000000000016,606.7270000000002,45.0,568.4230000000002,6.0,5.0,10.0,12.0,4.0,1.0,5.0,173.64,-0.8094608432087576,0.0,C35H38N6O4,1721.3174023821282,3.0,0.0,-14.5293,-24.1993,-183.493,-99.5446,0.390579,-0.490204,-75.3453,-14.7137,-0.672771,-0.322874,-3.02275,-1.14843,-5.41376,0.0,-1.13042,2.0,2.0,0.0,242_62-4,0.9498819945214076,0.9498819945214076,1.0,False,0.8738914349596951,4614.394650936127,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
20801,RNN,PPS_tester_run_2,325,1,1115772.6299378872,O=C(NCc1ccc(CN2CCC(CCN3CCN(Cc4ccc(C(F)(F)F)cc4)C3=O)C2)cc1)c1cc2ccncc2[nH]1,True,1,True,0,0.2447641213304333,3.29600506700622,5.6615000000000055,604.677,44.0,569.3970000000002,4.0,2.0,11.0,10.0,4.0,2.0,6.0,84.57,2.3654949329937853,0.0,C33H35F3N6O2,1569.5732183289183,3.0,3.0,-14.5216,-26.4063,-171.079,-87.5047,0.449528,-0.347068,-61.0984,-14.7853,-0.996924,-0.330036,-3.03533,-1.16514,-5.10523,0.0,-1.76975,2.0,2.0,0.0,325_1-2,0.9141533367327024,0.9141533367327024,1.0,False,0.8958702699980484,4034.5204632282257,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15654,RNN,PPS_tester_run_2,244,38,869419.1683511734,NC(=O)c1ccc(CN2CCC(NC(=O)N3CCC(Cc4ccc(CNC(=O)c5cccc(C(N)=O)c5)cc4)C3)C2)cc1,True,1,True,0,0.2898443716334128,3.2214796710590257,2.6629000000000005,582.7050000000002,43.0,544.4010000000004,5.0,4.0,10.0,10.0,3.0,2.0,5.0,150.86,-0.5585796710590252,0.0,C33H38N6O4,1473.46815105716,2.0,0.0,-14.5199,-27.5215,-175.613,-97.059,0.572539,-0.319055,-69.5376,-14.5312,-1.94695,-0.337673,-3.04964,-1.183,-4.65242,0.0,-0.708412,1.0,1.0,0.0,244_38-5,0.9254415317055138,0.9254415317055138,1.0,False,0.9069327010714036,5167.465041160584,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
16326,RNN,PPS_tester_run_2,255,6,910363.1478459836,CC(=O)c1cccc(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4cc5ccc(C(N)=O)cc5[nH]4)C3)cc2)c1,True,1,True,0,0.2230731080602647,2.9349751160331774,3.6513000000000018,551.6470000000003,41.0,518.3830000000004,5.0,4.0,9.0,10.0,4.0,1.0,5.0,137.39,0.7163248839668244,0.0,C32H33N5O4,1608.1427747712653,2.0,0.0,-14.5019,-26.1329,-177.228,-94.5774,0.607755,-0.41512,-68.4446,-14.5113,-1.3426,-0.353705,-3.07663,-1.21965,-5.51739,0.0,-0.501799,1.0,1.0,0.0,255_6-3,0.9242942822361166,0.9242942822361166,1.0,False,0.7394354257888933,2494.7695882320404,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
16583,RNN,PPS_tester_run_2,259,7,921950.9185731412,NC(=O)c1cccc(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4ccc5ccc(N)nc5c4)C3)cc2)c1,True,1,True,0,0.2588545369692883,2.868778249140816,3.0978000000000003,536.6360000000003,40.0,504.3800000000004,6.0,4.0,9.0,9.0,4.0,1.0,5.0,143.44,0.2290217508591849,0.0,C31H32N6O3,1552.7609384226,2.0,0.0,-14.5009,-29.2135,-176.98,-97.1597,0.714678,-0.3,-67.9462,-14.5009,-1.65092,-0.362524,-3.09262,-1.23981,-5.3064,0.0,-0.560992,1.0,1.0,0.0,259_7-3,0.9242305461544836,0.9242305461544836,1.0,False,0.9057459352313938,2751.724429368973,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
