population,source_row,input_smiles,canonical_isomeric_smiles,canonical_formal_charge,docking_score,step,batch_idx,task,model,PR_best_variant
PR,4628,CC1CC(CN2CCOCC2)N(Cc2cc(O)ccc2C(CN)c2ccc(O)cc2)C1,CC1CC(CN2CCOCC2)N(Cc2cc(O)ccc2C(CN)c2ccc(O)cc2)C1,0,-6.69924,72,20,PR_run,SMILES-RNN,72_20-13
PR,4629,CCc1cc(CC2NCC(c3cccc(O)c3)C2CO)ccc1O,CCc1cc(CC2NCC(c3cccc(O)c3)C2CO)ccc1O,0,-8.05777,72,21,PR_run,SMILES-RNN,72_21-3
PR,4630,NC(=O)c1cccc(C2CCC(CCc3ccc(C(O)C(N)=O)cc3)NC2)n1,NC(=O)c1cccc(C2CCC(CCc3ccc(C(O)C(N)=O)cc3)NC2)n1,0,-7.60135,72,22,PR_run,SMILES-RNN,72_22-7
PR,4631,COc1ccc(CCC2NCC(c3ccc(O)cc3)CN2CCc2ccc(O)cc2)cc1O,COc1ccc(CCC2NCC(c3ccc(O)cc3)CN2CCc2ccc(O)cc2)cc1O,0,-7.963,72,23,PR_run,SMILES-RNN,72_23-1
PR,4632,NC(=O)C1NCCC1c1cc(C=C2CC3CCC3C2)ccc1NC1CCNC1c1ccc(O)cc1,NC(=O)C1NCCC1c1cc(C=C2CC3CCC3C2)ccc1NC1CCNC1c1ccc(O)cc1,0,-8.27406,72,24,PR_run,SMILES-RNN,72_24-1
PR,4633,CNCCc1ccc(O)cc1C1CNC(c2cccc(O)c2)CN1,CNCCc1ccc(O)cc1C1CNC(c2cccc(O)c2)CN1,0,-7.59477,72,25,PR_run,SMILES-RNN,72_25-2
PR,4634,CCCN1CC(c2ccc(O)cc2)CC2CCN(c3ccc(O)c(N)n3)CC2C1,CCCN1CC(c2ccc(O)cc2)CC2CCN(c3ccc(O)c(N)n3)CC2C1,0,-6.82395,72,26,PR_run,SMILES-RNN,72_26-2
PR,4635,COc1cc(CNC2NCC(c3ccc(O)cc3)CC2Cc2cc(O)ccc2O)ccc1O,COc1cc(CNC2NCC(c3ccc(O)cc3)CC2Cc2cc(O)ccc2O)ccc1O,0,-8.03381,72,27,PR_run,SMILES-RNN,72_27-1
PR,4636,CC(=O)c1cccc(C(C)Nc2ccc(CCC3CCNC3Cc3cccc(O)c3)cc2)c1,CC(=O)c1cccc(C(C)Nc2ccc(CCC3CCNC3Cc3cccc(O)c3)cc2)c1,0,-7.73663,72,28,PR_run,SMILES-RNN,72_28-1
PR,4637,O=C(CC1CCNCC1)NCC1Cc2ccc(O)cc2CN1CCCC1CC1c1ccc(O)cc1,O=C(CC1CCNCC1)NCC1Cc2ccc(O)cc2CN1CCCC1CC1c1ccc(O)cc1,0,-8.47729,72,29,PR_run,SMILES-RNN,72_29-1
PR,4638,NCC(c1ccc(O)cc1)c1ccc(O)c(C2CC2CN2CC(O)C2)c1,NCC(c1ccc(O)cc1)c1ccc(O)c(C2CC2CN2CC(O)C2)c1,0,-8.23733,72,30,PR_run,SMILES-RNN,72_30-5
PR,4639,Cc1[nH]cc(CN2CCN3CC(c4ccc(O)cc4)CC3C2)c(=O)c1C,Cc1[nH]cc(CN2CCN3CC(c4ccc(O)cc4)CC3C2)c(=O)c1C,0,-7.41516,72,31,PR_run,SMILES-RNN,72_31-2
PR,4640,Nc1ccc(CC2CC(c3cccc(O)c3)CN2Cc2ccc(O)cc2)cc1,Nc1ccc(CC2CC(c3cccc(O)c3)CN2Cc2ccc(O)cc2)cc1,0,-7.59053,72,32,PR_run,SMILES-RNN,72_32-2
PR,4641,Nc1cccc(C2CN(c3ccc(C(=O)NCCN4CCOCC4)cc3)CCN2)n1,Nc1cccc(C2CN(c3ccc(C(=O)NCCN4CCOCC4)cc3)CCN2)n1,0,-6.37537,72,33,PR_run,SMILES-RNN,72_33-2
PR,4643,CC1c2cccc(O)c2CNC1C(CN)c1ccc(O)cc1,CC1c2cccc(O)c2CNC1C(CN)c1ccc(O)cc1,0,-8.06923,72,35,PR_run,SMILES-RNN,72_35-3
PR,4644,CC1Nc2cc(O)ccc2CN1CC(N)CN1C(CC#N)CC1CCCc1ccccc1,CC1Nc2cc(O)ccc2CN1CC(N)CN1C(CC#N)CC1CCCc1ccccc1,0,-7.53765,72,36,PR_run,SMILES-RNN,72_36-8
PR,4645,Oc1ccc(C2CNC(c3ccc(O)cc3)C2)cc1,Oc1ccc(C2CNC(c3ccc(O)cc3)C2)cc1,0,-7.76542,72,37,PR_run,SMILES-RNN,70_40-3
PR,4646,CC1CC(c2cccc(O)c2)CNCN1Cc1cc(C(N)=O)ccc1F,CC1CC(c2cccc(O)c2)CNCN1Cc1cc(C(N)=O)ccc1F,0,-8.40266,72,38,PR_run,SMILES-RNN,72_38-2
PR,4647,NCCC(NCC1CC(O)c2ccccc21)c1ccc(O)cc1,NCCC(NCC1CC(O)c2ccccc21)c1ccc(O)cc1,0,-8.19259,72,39,PR_run,SMILES-RNN,72_39-5
PR,4648,Cc1ccc(O)cc1C1CC2C(CC3CC(Cc4cc(O)cc(O)c4)C3C2O)O1,Cc1ccc(O)cc1C1CC2C(CC3CC(Cc4cc(O)cc(O)c4)C3C2O)O1,0,-7.56923,72,40,PR_run,SMILES-RNN,72_40-6
PR,4649,Oc1cc(CC2CCNc3cc(O)ccc32)cc(CN2CCC(O)C2)c1,Oc1cc(CC2CCNc3cc(O)ccc32)cc(CN2CCC(O)C2)c1,0,-7.48889,72,41,PR_run,SMILES-RNN,72_41-2
PR,4650,Cc1cc(C)c2ccc(C3CCC(CN)O3)c(C)c2c1,Cc1cc(C)c2ccc(C3CCC(CN)O3)c(C)c2c1,0,-6.49242,72,42,PR_run,SMILES-RNN,72_42-3
PR,4651,CNCC(=O)Nc1ccc(C(C)(C)F)c(C2CCC(c3cccc(O)c3)CN2)c1,CNCC(=O)Nc1ccc(C(C)(C)F)c(C2CCC(c3cccc(O)c3)CN2)c1,0,-7.69958,72,43,PR_run,SMILES-RNN,72_43-1
PR,4652,O=C(Nc1ccc(CCC2CCCC2)cc1)C1CNC(c2cccc(O)c2)C1,O=C(Nc1ccc(CCC2CCCC2)cc1)C1CNC(c2cccc(O)c2)C1,0,-7.26353,72,44,PR_run,SMILES-RNN,72_44-2
PR,4653,Oc1cccc(C2CN3CCNCCC23)c1,Oc1cccc(C2CN3CCNCCC23)c1,0,-6.31238,72,45,PR_run,SMILES-RNN,72_45-2
PR,4654,Oc1cccc(C2CN3CCN(c4ccc(O)c5ccccc45)CCC23)c1,Oc1cccc(C2CN3CCN(c4ccc(O)c5ccccc45)CCC23)c1,0,-7.17261,72,46,PR_run,SMILES-RNN,72_46-7
PR,4655,CC(CN1CCNC(c2cccc(O)c2)C1)c1cc2c([nH]1)C(Cc1cccc(O)c1)NCC2O,CC(CN1CCNC(c2cccc(O)c2)C1)c1cc2c([nH]1)C(Cc1cccc(O)c1)NCC2O,0,-7.77964,72,47,PR_run,SMILES-RNN,72_47-5
PR,4656,CC1c2cc(O)ccc2C(c2ccc(O)cc2)CNC1c1ccc(=O)n(C)c1,CC1c2cc(O)ccc2C(c2ccc(O)cc2)CNC1c1ccc(=O)n(C)c1,0,-6.38504,72,48,PR_run,SMILES-RNN,72_48-2
PR,4657,Oc1ccc(CCC2C(O)CNC2c2cccc(O)c2)cc1,Oc1ccc(CCC2C(O)CNC2c2cccc(O)c2)cc1,0,-9.04139,72,49,PR_run,SMILES-RNN,72_49-5
PR,4658,Oc1ccc(CCN2CCc3ccc(O)cc3CC2)cc1,Oc1ccc(CCN2CCc3ccc(O)cc3CC2)cc1,0,-7.44322,72,50,PR_run,SMILES-RNN,72_50-1
PR,4659,Oc1ccc(CCCCN2CC3NCc4cc(O)ccc4N3C2)cc1,Oc1ccc(CCCCN2CC3NCc4cc(O)ccc4N3C2)cc1,0,-7.81098,72,51,PR_run,SMILES-RNN,72_51-3
PR,4660,CCCCc1cc(C2CNCC2c2cccc(O)c2)ccc1O,CCCCc1cc(C2CNCC2c2cccc(O)c2)ccc1O,0,-7.2714,72,52,PR_run,SMILES-RNN,72_52-1
PR,4661,CNC(=O)c1ccc(C(=O)N2CCCC2)c(CC2CNC(C)CN2C)c1,CNC(=O)c1ccc(C(=O)N2CCCC2)c(CC2CNC(C)CN2C)c1,0,-7.79158,72,53,PR_run,SMILES-RNN,72_53-1
PR,4662,COc1ccc2c(c1)C1NCCN1C(c1cccc(O)c1)C2C1CCNC1,COc1ccc2c(c1)C1NCCN1C(c1cccc(O)c1)C2C1CCNC1,0,-7.39192,72,54,PR_run,SMILES-RNN,72_54-7
PR,4663,Oc1ccc(C23CNC2CCNC(c2cccc(O)c2)C3)cc1,Oc1ccc(C23CNC2CCNC(c2cccc(O)c2)C3)cc1,0,-7.93993,72,55,PR_run,SMILES-RNN,72_55-1
PR,4664,N#Cc1ccc(C2NCC(c3ccc(O)cc3)NC2Cc2ccc(O)cc2)cc1,N#Cc1ccc(C2NCC(c3ccc(O)cc3)NC2Cc2ccc(O)cc2)cc1,0,-7.0247,72,56,PR_run,SMILES-RNN,72_56-8
PR,4665,C=C1C(C(=O)OCc2ccc(OC)cc2)C2CCCC2NCC1(c1cccc(O)c1)c1cccc(O)c1,C=C1C(C(=O)OCc2ccc(OC)cc2)C2CCCC2NCC1(c1cccc(O)c1)c1cccc(O)c1,0,-8.24016,72,57,PR_run,SMILES-RNN,72_57-3
PR,4666,Oc1ccc(CCN2Cc3ccc(O)cc3CCC2CS)cc1,Oc1ccc(CCN2Cc3ccc(O)cc3CCC2CS)cc1,0,-6.31726,72,58,PR_run,SMILES-RNN,72_58-2
PR,4667,NCC(NCCc1ccc(O)c(Cc2cccc(O)c2)c1O)c1ccc(O)cc1,NCC(NCCc1ccc(O)c(Cc2cccc(O)c2)c1O)c1ccc(O)cc1,0,-8.7332,72,59,PR_run,SMILES-RNN,72_59-1
PR,4668,COc1cc(C(=O)N2CCCC2)ccc1C(C)CC1CCC(c2cccc(O)c2)CN1,COc1cc(C(=O)N2CCCC2)ccc1C(C)CC1CCC(c2cccc(O)c2)CN1,0,-7.30243,72,60,PR_run,SMILES-RNN,72_60-5
PR,4669,Cc1cc(NC(=O)C2NCCC2O)ccc1CC1CCCc2cc(O)ccc21,Cc1cc(NC(=O)C2NCCC2O)ccc1CC1CCCc2cc(O)ccc21,0,-7.20337,72,61,PR_run,SMILES-RNN,72_61-5
PR,4671,CC1CCC1(Cc1ccc(O)cc1)NCCc1ccc(O)cc1,CC1CCC1(Cc1ccc(O)cc1)NCCc1ccc(O)cc1,0,-7.14783,72,63,PR_run,SMILES-RNN,72_63-4
PR,4672,COc1c(O)cc(C2NCC(c3cccc(O)c3)O2)cc1CCN1CCCC1,COc1c(O)cc(C2NCC(c3cccc(O)c3)O2)cc1CCN1CCCC1,0,-6.65506,73,0,PR_run,SMILES-RNN,73_0-2
PR,4673,Oc1ccc(Cc2ccc(O)cc2CC2NCC(c3cccc(O)c3)N2)cc1,Oc1ccc(Cc2ccc(O)cc2CC2NCC(c3cccc(O)c3)N2)cc1,0,-8.83263,73,1,PR_run,SMILES-RNN,73_1-2
PR,4675,N#Cc1ccn(CC(CC2CCNC2)c2cccc(O)c2)c1,N#Cc1ccn(CC(CC2CCNC2)c2cccc(O)c2)c1,0,-5.98136,73,3,PR_run,SMILES-RNN,73_3-1
PR,4676,CN1CCC(c2ccc(O)cc2)CNC1CCc1cccc(O)c1,CN1CCC(c2ccc(O)cc2)CNC1CCc1cccc(O)c1,0,-7.76279,73,4,PR_run,SMILES-RNN,73_4-1
PR,4677,CCc1cc(CCNCc2cccc(O)c2)ccc1C1NC(CO)C(O)C1O,CCc1cc(CCNCc2cccc(O)c2)ccc1C1NC(CO)C(O)C1O,0,-7.98078,73,5,PR_run,SMILES-RNN,73_5-8
PR,4678,COc1ccnc(C2CNCC(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2CC#N)c1,COc1ccnc(C2CNCC(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2CC#N)c1,0,-7.68257,73,6,PR_run,SMILES-RNN,73_6-6
PR,4679,CCC1C(Cc2cccc(O)c2)NCC1c1cccc(O)c1,CCC1C(Cc2cccc(O)c2)NCC1c1cccc(O)c1,0,-7.70204,73,7,PR_run,SMILES-RNN,73_7-4
PR,4680,CC1CCN(CCN2Cc3cc(O)ccc3CC2CN)C1,CC1CCN(CCN2Cc3cc(O)ccc3CC2CN)C1,0,-7.58865,73,8,PR_run,SMILES-RNN,73_8-6
PR,4681,Oc1cccc(CC2NCC(c3cccc(O)c3)C2COc2ccc(NC3CCNC3)cc2)c1,Oc1cccc(CC2NCC(c3cccc(O)c3)C2COc2ccc(NC3CCNC3)cc2)c1,0,-7.5324,73,9,PR_run,SMILES-RNN,73_9-3
PR,4682,Cc1cccc(Cc2c(O)cc(O)cc2CC=C2NC(c3cccc(O)c3)CNC2C2CCCO2)c1,Cc1cccc(Cc2c(O)cc(O)cc2CC=C2NC(c3cccc(O)c3)CNC2C2CCCO2)c1,0,-6.96353,73,10,PR_run,SMILES-RNN,73_10-1
PR,4683,COc1cc(CC2NCC(c3cccc(O)c3)C2CCCOCc2cccc(C#N)c2)ccc1O,COc1cc(CC2NCC(c3cccc(O)c3)C2CCCOCc2cccc(C#N)c2)ccc1O,0,-7.04089,73,11,PR_run,SMILES-RNN,73_11-6
PR,4685,Oc1cccc(N2CCCC2CCc2ccc(C3NCC3O)cc2C(F)CN2CCC(O)C2)c1,Oc1cccc(N2CCCC2CCc2ccc(C3NCC3O)cc2C(F)CN2CCC(O)C2)c1,0,-8.92946,73,13,PR_run,SMILES-RNN,73_13-7
PR,4686,Cc1ccc(CCc2ccc(C3OC(C)C(O)C3O)cc2C=C2CC(c3cccc(O)c3)CN2)cc1,Cc1ccc(CCc2ccc(C3OC(C)C(O)C3O)cc2C=C2CC(c3cccc(O)c3)CN2)cc1,0,-8.12336,73,14,PR_run,SMILES-RNN,73_14-1
PR,4687,NC(=O)c1cccc(CN2CCc3cc(O)ccc3C2C2CCCC2)c1,NC(=O)c1cccc(CN2CCc3cc(O)ccc3C2C2CCCC2)c1,0,-7.11645,73,15,PR_run,SMILES-RNN,73_15-2
PR,4688,COc1ccc(C(=O)Nc2ccc(C3CNCCN3CCCCN3CCNCC3)cc2)cc1,COc1ccc(C(=O)Nc2ccc(C3CNCCN3CCCCN3CCNCC3)cc2)cc1,0,-6.26851,73,16,PR_run,SMILES-RNN,73_16-1
PR,4690,Cc1cccc(CC(C(O)C[N+]2(C)CCC2c2cccc(O)c2)N2CCc3ccc(O)cc3CC(c3cccc(O)c3)C2)c1C,Cc1cccc(CC(C(O)C[N+]2(C)CCC2c2cccc(O)c2)N2CCc3ccc(O)cc3CC(c3cccc(O)c3)C2)c1C,1,-7.05221,73,18,PR_run,SMILES-RNN,73_18-6
PR,4691,Oc1cccc(C2CNC(Cc3ccccc3)C2)c1,Oc1cccc(C2CNC(Cc3ccccc3)C2)c1,0,-6.25254,73,19,PR_run,SMILES-RNN,73_19-3
PR,4692,O=C(NCc1ccc(C2CCN(CCN3C(=O)OCc4cc(O)ccc43)C2)cc1)c1ccc(O)cc1,O=C(NCc1ccc(C2CCN(CCN3C(=O)OCc4cc(O)ccc43)C2)cc1)c1ccc(O)cc1,0,-8.65588,73,20,PR_run,SMILES-RNN,73_20-2
PR,4693,Oc1ccc(C2CNC2c2ccc(CCCC3NCC(O)C3O)cc2)cc1,Oc1ccc(C2CNC2c2ccc(CCCC3NCC(O)C3O)cc2)cc1,0,-8.56321,73,21,PR_run,SMILES-RNN,73_21-4
PR,4694,NCC(Cc1ccccc1)C1(S(=O)(=O)c2ccc(O)cc2)CCNC1c1cccc(O)c1,NCC(Cc1ccccc1)C1(S(=O)(=O)c2ccc(O)cc2)CCNC1c1cccc(O)c1,0,-6.58554,73,22,PR_run,SMILES-RNN,73_22-5
PR,4695,CCc1ccc(O)nc1C1CCCN1,CCc1ccc(O)nc1C1CCCN1,0,-6.44801,73,23,PR_run,SMILES-RNN,73_23-2
PR,4696,COc1ccc(C2CCNC2C(C)c2cccc(O)c2)cc1,COc1ccc(C2CCNC2C(C)c2cccc(O)c2)cc1,0,-8.05116,73,24,PR_run,SMILES-RNN,73_24-3
PR,4697,NC(=O)c1ccc(CN2Cc3ccc(O)cc3C2)cc1,NC(=O)c1ccc(CN2Cc3ccc(O)cc3C2)cc1,0,-6.39439,73,25,PR_run,SMILES-RNN,73_25-2
PR,4698,COc1ccc(C(=O)Nc2ccc(C3NCC3c3cccc(O)c3)c(OC)c2)nc1,COc1ccc(C(=O)Nc2ccc(C3NCC3c3cccc(O)c3)c(OC)c2)nc1,0,-6.74965,73,26,PR_run,SMILES-RNN,73_26-4
PR,4699,Oc1ccc(C(CN2CCNC(c3cccc(O)c3)C2)NC2CCN(CCc3ccccc3)C2)cc1,Oc1ccc(C(CN2CCNC(c3cccc(O)c3)C2)NC2CCN(CCc3ccccc3)C2)cc1,0,-8.62495,73,27,PR_run,SMILES-RNN,73_27-4
PR,4700,COc1ccc(CN2CCNC2=O)c(CNCC2C(CO)CC2c2cccc(O)c2)c1,COc1ccc(CN2CCNC2=O)c(CNCC2C(CO)CC2c2cccc(O)c2)c1,0,-8.19248,73,28,PR_run,SMILES-RNN,73_28-6
PR,4701,CC(=O)c1ccc(C2CCCC(Cc3cc(O)cc(O)c3)N2)c(O)c1,CC(=O)c1ccc(C2CCCC(Cc3cc(O)cc(O)c3)N2)c(O)c1,0,-6.73567,73,29,PR_run,SMILES-RNN,73_29-4
PR,4702,Oc1ccc(C2CNC(Cc3cccc(O)c3)C2Cc2cccc(O)c2)cc1,Oc1ccc(C2CNC(Cc3cccc(O)c3)C2Cc2cccc(O)c2)cc1,0,-8.94363,73,30,PR_run,SMILES-RNN,73_30-5
PR,4703,CCc1ccc(CC2CC(c3cccc(O)c3)CNC2C(N)=O)cc1,CCc1ccc(CC2CC(c3cccc(O)c3)CNC2C(N)=O)cc1,0,-6.6466,73,31,PR_run,SMILES-RNN,73_31-13
PR,4704,Cc1ccc(N2CC(C(N)=O)C(c3ccc(CC(C)C)cc3)C2O)cc1,Cc1ccc(N2CC(C(N)=O)C(c3ccc(CC(C)C)cc3)C2O)cc1,0,-7.34268,73,32,PR_run,SMILES-RNN,73_32-3
PR,4706,Nc1ccc(C2(O)c3ccc(O)cc3CC2O)cc1CC1CCCC1O,Nc1ccc(C2(O)c3ccc(O)cc3CC2O)cc1CC1CCCC1O,0,-7.20841,73,34,PR_run,SMILES-RNN,73_34-4
PR,4707,O=C(O)CCCc1ccc(O)cc1CCC1NCCC1c1cccc(O)c1,O=C(O)CCCc1ccc(O)cc1CCC1NCCC1c1cccc(O)c1,0,-7.72989,73,35,PR_run,SMILES-RNN,73_35-3
PR,4708,Nc1cccc(NCC2CCCNC2)n1,Nc1cccc(NCC2CCCNC2)n1,0,-5.34864,73,36,PR_run,SMILES-RNN,73_36-1
PR,4709,NC(=O)c1ccc(CN2CC3CCNC3C2)cc1,NC(=O)c1ccc(CN2CC3CCNC3C2)cc1,0,-6.44432,73,37,PR_run,SMILES-RNN,73_37-2
PR,4710,CC1NC(c2cccc(O)c2)CNC1Cc1cc(O)cc(O)c1,CC1NC(c2cccc(O)c2)CNC1Cc1cc(O)cc(O)c1,0,-7.07698,73,38,PR_run,SMILES-RNN,73_38-15
PR,4711,CNc1cc(C2CNCC2c2cc(O)cc(OC)c2)ccc1C(C)NC1C(C(=O)N2CCC(O)C2)NCC1c1ccc(O)cc1,CNc1cc(C2CNCC2c2cc(O)cc(OC)c2)ccc1C(C)NC1C(C(=O)N2CCC(O)C2)NCC1c1ccc(O)cc1,0,-6.83278,73,39,PR_run,SMILES-RNN,73_39-7
PR,4712,Oc1ccc(-c2cccc(CNCCc3ccc(O)cc3O)n2)cc1,Oc1ccc(-c2cccc(CNCCc3ccc(O)cc3O)n2)cc1,0,-6.85644,73,40,PR_run,SMILES-RNN,73_40-1
PR,4714,Cc1cc(C2CNCNC(c3cccc(O)c3)CNC2c2ccc(O)cc2)ccc1O,Cc1cc(C2CNCNC(c3cccc(O)c3)CNC2c2ccc(O)cc2)ccc1O,0,-8.12728,73,42,PR_run,SMILES-RNN,73_42-11
PR,4715,CC(Cc1cccc(C2NCC2c2cccc(O)c2)c1)NC(CN)c1cccc(O)c1,CC(Cc1cccc(C2NCC2c2cccc(O)c2)c1)NC(CN)c1cccc(O)c1,0,-9.26466,73,43,PR_run,SMILES-RNN,73_43-5
PR,4716,Oc1cccc(C2CCNCCNC2)c1,Oc1cccc(C2CCNCCNC2)c1,0,-7.05538,73,44,PR_run,SMILES-RNN,73_44-1
PR,4718,OCCC(Nc1ccc(O)cc1CC1CCC(O)C1CN1CCC(O)C1)c1ccc(O)cc1,OCCC(Nc1ccc(O)cc1CC1CCC(O)C1CN1CCC(O)C1)c1ccc(O)cc1,0,-8.6091,73,46,PR_run,SMILES-RNN,73_46-5
PR,4719,CCC1CC(O)C(c2cccc(O)c2)CN1CCCc1cc(O)ccc1C1CCCCN1,CCC1CC(O)C(c2cccc(O)c2)CN1CCCc1cc(O)ccc1C1CCCCN1,0,-7.37768,73,47,PR_run,SMILES-RNN,73_47-3
PR,4720,Oc1cccc(C2NCc3ccccc3N2CCc2ccc(C(c3ccccc3)N3CCNCC3)cc2)c1,Oc1cccc(C2NCc3ccccc3N2CCc2ccc(C(c3ccccc3)N3CCNCC3)cc2)c1,0,-6.45368,73,48,PR_run,SMILES-RNN,73_48-1
PR,4721,Oc1ccc2c(c1)CCC(C1CCN(c3cccc4ccccc34)CC1F)NC2,Oc1ccc2c(c1)CCC(C1CCN(c3cccc4ccccc34)CC1F)NC2,0,-6.81863,73,49,PR_run,SMILES-RNN,73_49-3
PR,4723,CC(C)C1CCC(c2cccc(N)c2)CNC1CN1NCC(c2ccc(O)cc2O)NC1=O,CC(C)C1CCC(c2cccc(N)c2)CNC1CN1NCC(c2ccc(O)cc2O)NC1=O,0,-6.95385,73,51,PR_run,SMILES-RNN,73_51-7
PR,4724,O=C(CCc1ccc(O)cc1)C1CC1CCc1cc(Cc2cccc(O)c2)ccc1O,O=C(CCc1ccc(O)cc1)C1CC1CCc1cc(Cc2cccc(O)c2)ccc1O,0,-7.67141,73,52,PR_run,SMILES-RNN,73_52-3
PR,4725,COc1cc(CC2NCC(c3cccc(O)c3)C2CO)ccc1O,COc1cc(CC2NCC(c3cccc(O)c3)C2CO)ccc1O,0,-7.4157,73,53,PR_run,SMILES-RNN,73_53-1
PR,4726,Cc1cc(O)cc(C2CNCC2c2cncc(O)c2)c1,Cc1cc(O)cc(C2CNCC2c2cncc(O)c2)c1,0,-7.14785,73,54,PR_run,SMILES-RNN,73_54-5
PR,4727,O=C(C1CNC2NCCc3cc(O)ccc3C21)N1CC(c2ccc(O)cc2)CNC1Cc1cc(O)cc(O)c1,O=C(C1CNC2NCCc3cc(O)ccc3C21)N1CC(c2ccc(O)cc2)CNC1Cc1cc(O)cc(O)c1,0,-8.48464,73,55,PR_run,SMILES-RNN,73_55-2
PR,4728,O=C(C1CN(CCCN2CCc3cc(C4CC4c4cccc(O)c4)ccc32)CCN1)N1CCOCC1,O=C(C1CN(CCCN2CCc3cc(C4CC4c4cccc(O)c4)ccc32)CCN1)N1CCOCC1,0,-6.82236,73,56,PR_run,SMILES-RNN,73_56-14
PR,4729,COc1ccc(C2CNCC2c2ccc(O)cn2)c(OC)c1,COc1ccc(C2CNCC2c2ccc(O)cn2)c(OC)c1,0,-6.61287,73,57,PR_run,SMILES-RNN,73_57-5
PR,4730,Cc1cc(Nc2cc(=O)n(Cc3ccc(OCCN(C)C)cc3)cc2Cc2ccc3c(c2)C(N)NC3)c(C)o1,Cc1cc(Nc2cc(=O)n(Cc3ccc(OCCN(C)C)cc3)cc2Cc2ccc3c(c2)C(N)NC3)c(C)o1,0,-6.63342,73,58,PR_run,SMILES-RNN,73_58-1
PR,4731,Cc1ccc(C2NCC2c2ccc(O)cc2)c(CCc2ccc(O)cc2)c1,Cc1ccc(C2NCC2c2ccc(O)cc2)c(CCc2ccc(O)cc2)c1,0,-8.81361,73,59,PR_run,SMILES-RNN,73_59-1
PR,4732,NCC1CC1Cc1ccc(C2C(O)C(O)C(c3cccc(O)c3)C2O)cc1Cc1ccc(C(=O)N2CCNCC2)cc1CCN1CCCC1,NCC1CC1Cc1ccc(C2C(O)C(O)C(c3cccc(O)c3)C2O)cc1Cc1ccc(C(=O)N2CCNCC2)cc1CCN1CCCC1,0,-9.01291,73,60,PR_run,SMILES-RNN,73_60-7
PR,4733,CC(=O)N1CCc2ccc(CC3NCCC(c4cccc(O)c4)CN3CCc3cccc(O)c3)cc21,CC(=O)N1CCc2ccc(CC3NCCC(c4cccc(O)c4)CN3CCc3cccc(O)c3)cc21,0,-8.40349,73,61,PR_run,SMILES-RNN,73_61-4
PR,4734,CC(NCCN1C(c2cc(O)cc(O)c2)CC2CC(Cc3cccc(C(N)=O)c3)C=CC21)c1ccc(O)cc1,CC(NCCN1C(c2cc(O)cc(O)c2)CC2CC(Cc3cccc(C(N)=O)c3)C=CC21)c1ccc(O)cc1,0,-8.35811,73,62,PR_run,SMILES-RNN,73_62-13
PR,4735,O=C(O)C1NCC(c2cccc(O)c2)C1CN1CCCC1c1ccc(O)cc1,O=C(O)C1NCC(c2cccc(O)c2)C1CN1CCCC1c1ccc(O)cc1,0,-7.1318,73,63,PR_run,SMILES-RNN,73_63-4
PR,4736,CC(c1cc(O)cc(O)c1)C1C(Cc2ccc(O)cc2)NCC(c2cccc(O)c2)C1O,CC(c1cc(O)cc(O)c1)C1C(Cc2ccc(O)cc2)NCC(c2cccc(O)c2)C1O,0,-8.49707,74,0,PR_run,SMILES-RNN,74_0-6
PR,4738,COc1cc(O)ccc1CNCCC1CCCNC(c2ccc(O)c3ccc(O)cc23)N1,COc1cc(O)ccc1CNCCC1CCCNC(c2ccc(O)c3ccc(O)cc23)N1,0,-8.73099,74,2,PR_run,SMILES-RNN,74_2-2
PR,4739,Oc1cccc(CC2NCC(c3cccc(O)c3)CN2Cc2cc3ccc(O)cc3c3c2CCCC3)c1,Oc1cccc(CC2NCC(c3cccc(O)c3)CN2Cc2cc3ccc(O)cc3c3c2CCCC3)c1,0,-7.84894,74,3,PR_run,SMILES-RNN,74_3-2
PR,4740,COc1cc(C2CCCN2CCc2ccc(C)cc2)ccc1O,COc1cc(C2CCCN2CCc2ccc(C)cc2)ccc1O,0,-5.40871,74,4,PR_run,SMILES-RNN,74_4-1
PR,4741,CCc1cc(O)c(C)cc1CN1CCC(c2ccc(O)cc2)CC1CC,CCc1cc(O)c(C)cc1CN1CCC(c2ccc(O)cc2)CC1CC,0,-7.0639,74,5,PR_run,SMILES-RNN,74_5-6
PR,4742,CCC(NC(=O)c1ccc(NC(=O)c2ccc(O)cc2)cc1)c1ccc(NC(=O)C2CCCN(C)C2)cc1,CCC(NC(=O)c1ccc(NC(=O)c2ccc(O)cc2)cc1)c1ccc(NC(=O)C2CCCN(C)C2)cc1,0,-6.59237,74,6,PR_run,SMILES-RNN,74_6-4
PR,4743,O=C(NC1CCCc2cc(O)ccc21)C1NCCC1CCCCc1ccc(O)cc1,O=C(NC1CCCc2cc(O)ccc21)C1NCCC1CCCCc1ccc(O)cc1,0,-8.70763,74,7,PR_run,SMILES-RNN,74_7-5
PR,4744,CC1(C)OCc2cc(O)ccc2CC1NCc1ccc(C(N)=O)cc1,CC1(C)OCc2cc(O)ccc2CC1NCc1ccc(C(N)=O)cc1,0,-6.55165,74,8,PR_run,SMILES-RNN,74_8-1
