canonical_isomeric_smiles,canonical_formal_charge,PR_occurrence_count,PR_raw_smiles_count,PR_best_score,PR_median_score,PR_mean_score,PR_score_std,PR_worst_score,PR_score_range,PR_best_source_row,PR_best_raw_smiles,PR_first_step,PR_last_step,PR_best_step,PR_best_batch_idx,PR_best_variant_id
O=C(CNCCNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,0,2,1,-10.0,-10.0,-10.0,0.0,-10.0,0.0,14896,O=C(CNCCNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,232,234,232,48,232_48-3
O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCCO2,0,2,1,-9.9946,-9.9946,-9.9946,0.0,-9.9946,0.0,12219,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCCO2,190,199,190,59,190_59-7
Oc1ccc(C2NCC(NCCNCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.99309,-9.99309,-9.99309,0.0,-9.99309,0.0,11561,Oc1ccc(C2NCC(NCCNCc3ccc4c(c3)OCO4)C2O)cc1,180,180,180,41,180_41-3
Oc1ccc(C2CCN(CCCC(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,0,4,1,-9.98778,-9.98778,-9.98778,0.0,-9.98778,0.0,18796,Oc1ccc(C2CCN(CCCC(O)Cc3ccc4c(c3)OCO4)CC2O)cc1,293,305,293,44,293_44-1
O=C(CNCCNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccccc1,0,2,1,-9.97689,-9.97689,-9.97689,0.0,-9.97689,0.0,14994,O=C(CNCCNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccccc1,234,234,234,18,234_18-3
O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc2C1,0,3,1,-9.97662,-9.97662,-9.97662,0.0,-9.97662,0.0,18764,O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc2C1,293,298,293,12,293_12-3
Oc1ccc(NCCNCCC2CNCC(c3ccc(O)cc3)C2O)cc1,0,5,1,-9.97109,-9.97109,-9.97109,0.0,-9.97109,0.0,14489,Oc1ccc(NCCNCCC2CNCC(c3ccc(O)cc3)C2O)cc1,226,240,226,25,226_25-8
Oc1ccc(C2CCCC(NCC=CCc3ccc4c(c3)OCO4)C2O)cc1,0,4,1,-9.97001,-9.97001,-9.97001,0.0,-9.97001,0.0,12413,Oc1ccc(C2CCCC(NCC=CCc3ccc4c(c3)OCO4)C2O)cc1,193,277,193,61,193_61-1
Oc1ccc(C2NCC(CNCCNCc3ccc4c(c3)OCCO4)C2O)cc1,0,2,1,-9.96974,-9.96974,-9.96974,0.0,-9.96974,0.0,13977,Oc1ccc(C2NCC(CNCCNCc3ccc4c(c3)OCCO4)C2O)cc1,218,229,218,25,218_25-3
NC(=O)c1ccc(NC(=O)CNCC2CNC(c3ccc(O)cc3)C2O)cc1,0,3,1,-9.95712,-9.95712,-9.95712,0.0,-9.95712,0.0,15530,NC(=O)c1ccc(NC(=O)CNCC2CNC(c3ccc(O)cc3)C2O)cc1,242,251,242,42,242_42-15
NC(=O)c1ccc(NC(=O)CCCNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,0,2,1,-9.95353,-9.95353,-9.95353,0.0,-9.95353,0.0,17214,NC(=O)c1ccc(NC(=O)CCCNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,268,278,268,62,268_62-7
NC(=O)c1ccc(C2NCCC(NCc3ccc4c(c3)OCCO4)C2O)cc1,0,3,1,-9.9434,-9.9434,-9.9434,0.0,-9.9434,0.0,17090,NC(=O)c1ccc(C2NCCC(NCc3ccc4c(c3)OCCO4)C2O)cc1,267,276,267,2,267_2-1
O=C(CNCCNC1CNC(c2ccc(O)cc2)C1O)Nc1ccnc2ccccc12,0,2,1,-9.94061,-9.94061,-9.94061,0.0,-9.94061,0.0,13406,O=C(CNCCNC1CNC(c2ccc(O)cc2)C1O)Nc1ccnc2ccccc12,209,211,209,30,209_30-6
O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1cccc2ccccc12,0,3,1,-9.93027,-9.93027,-9.93027,0.0,-9.93027,0.0,12515,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1cccc2ccccc12,195,199,195,35,195_35-7
O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCc2ccccc21,0,2,1,-9.92273,-9.92273,-9.92273,0.0,-9.92273,0.0,18686,O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)N1CCc2ccccc21,291,294,291,62,291_62-8
Oc1ccc(C2CCC(NCCNCCc3c[nH]c4ccccc34)C2O)cc1,0,3,1,-9.9181,-9.9181,-9.9181,0.0,-9.9181,0.0,12903,Oc1ccc(C2CCC(NCCNCCc3c[nH]c4ccccc34)C2O)cc1,201,214,201,39,201_39-5
NC(=O)c1ccc(NC(=O)CNCC2CCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.91771,-9.91771,-9.91771,0.0,-9.91771,0.0,16014,NC(=O)c1ccc(NC(=O)CNCC2CCC(c3ccc(O)cc3)C2O)cc1,250,250,250,14,250_14-4
Oc1ccc(NCCNCCC2NCCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.91681,-9.91681,-9.91681,0.0,-9.91681,0.0,14724,Oc1ccc(NCCNCCC2NCCC(c3ccc(O)cc3)C2O)cc1,230,237,230,4,230_4-8
Oc1ccc(C2CNCC(NCCNCc3c[nH]c4ccccc34)C2O)cc1,0,2,1,-9.91462,-9.91462,-9.91462,0.0,-9.91462,0.0,12995,Oc1ccc(C2CNCC(NCCNCc3c[nH]c4ccccc34)C2O)cc1,203,207,203,3,203_3-1
Oc1ccc(C2CCNC(CCCNCc3cccc4ccccc34)C2O)cc1,0,2,1,-9.91328,-9.91328,-9.91328,0.0,-9.91328,0.0,16363,Oc1ccc(C2CCNC(CCCNCc3cccc4ccccc34)C2O)cc1,255,264,255,43,255_43-1
Oc1ccc(CNCCNCC2CNC(c3ccc(O)cc3)C2O)cc1,0,4,1,-9.90966,-9.90966,-9.90966,0.0,-9.90966,0.0,14969,Oc1ccc(CNCCNCC2CNC(c3ccc(O)cc3)C2O)cc1,233,239,233,57,233_57-16
O=C(CNCCNC1CC(c2ccc(O)cc2)C1O)c1ccc2[nH]ccc2c1,0,3,1,-9.90305,-9.90305,-9.90305,0.0,-9.90305,0.0,11465,O=C(CNCCNC1CC(c2ccc(O)cc2)C1O)c1ccc2[nH]ccc2c1,179,181,179,9,179_9-7
O=C(CCNC1CCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,0,2,1,-9.90255,-9.90255,-9.90255,0.0,-9.90255,0.0,18197,O=C(CCNC1CCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc21,284,289,284,21,284_21-4
NC(=O)c1ccc(C2CCNC(NCc3ccc4oc(=O)ccc4c3)C2O)cc1,0,2,1,-9.90209,-9.90209,-9.90209,0.0,-9.90209,0.0,17042,NC(=O)c1ccc(C2CCNC(NCc3ccc4oc(=O)ccc4c3)C2O)cc1,266,272,266,18,266_18-5
O=C(CNCC1CNC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,0,2,1,-9.89957,-9.89957,-9.89957,0.0,-9.89957,0.0,13859,O=C(CNCC1CNC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,216,219,216,35,216_35-4
CC1NC(c2ccc(O)cc2)C(O)C1NCCNCC(=O)Nc1ccccc1,0,2,1,-9.89721,-9.89721,-9.89721,0.0,-9.89721,0.0,14565,CC1NC(c2ccc(O)cc2)C(O)C1NCCNCC(=O)Nc1ccccc1,227,239,227,37,227_37-4
O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,0,6,1,-9.89549,-9.89549,-9.89549,0.0,-9.89549,0.0,17846,O=C(CCNC1NCCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,278,298,278,54,278_54-3
NC(=O)c1ccc(C2NCCC(NCc3ccc4ccccc4c3)C2O)cc1,0,3,1,-9.89078,-9.89078,-9.89078,0.0,-9.89078,0.0,16835,NC(=O)c1ccc(C2NCCC(NCc3ccc4ccccc4c3)C2O)cc1,263,274,263,3,263_3-5
Oc1ccc(C2CCCC(CCNCCNc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.8892,-9.8892,-9.8892,0.0,-9.8892,0.0,14366,Oc1ccc(C2CCCC(CCNCCNc3ccc4c(c3)OCO4)C2O)cc1,224,224,224,30,224_30-1
Oc1ccc(C2CCC(CCNCCNc3ccc4c(c3)OCO4)C2O)cc1,0,3,1,-9.88719,-9.88719,-9.88719,0.0,-9.88719,0.0,14184,Oc1ccc(C2CCC(CCNCCNc3ccc4c(c3)OCO4)C2O)cc1,221,229,221,40,221_40-1
Oc1ccc(C2CCC(NCC=CCc3ccc4c(c3)OCO4)C2O)cc1,0,11,1,-9.88395,-9.88395,-9.88395,0.0,-9.88395,0.0,11601,Oc1ccc(C2CCC(NCC=CCc3ccc4c(c3)OCO4)C2O)cc1,181,196,181,17,181_17-5
Oc1ccc(C2CCC(CNCCCNCCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.88097,-9.88097,-9.88097,0.0,-9.88097,0.0,10473,Oc1ccc(C2CCC(CNCCCNCCc3ccc4c(c3)OCO4)C2O)cc1,163,168,163,41,163_41-7
O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2cccnc2c1,0,2,1,-9.87765,-9.87765,-9.87765,0.0,-9.87765,0.0,18963,O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2cccnc2c1,296,300,296,19,296_19-8
O=C(NCCCN1CCC(c2ccc(O)cc2)C1)c1ccc2c(c1)OCCO2,0,2,1,-9.87686,-9.87686,-9.87686,0.0,-9.87686,0.0,11014,O=C(NCCCN1CCC(c2ccc(O)cc2)C1)c1ccc2c(c1)OCCO2,172,190,172,6,172_6-3
O=C(CNCC1CC(c2ccc(O)cc2)CN1)N1CCC(c2ccc(O)cc2)C1,0,3,1,-9.87603,-9.87603,-9.87603,0.0,-9.87603,0.0,9131,O=C(CNCC1CC(c2ccc(O)cc2)CN1)N1CCC(c2ccc(O)cc2)C1,142,146,142,43,142_43-8
Oc1ccc(CCCNCC2CCNC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.86994,-9.86994,-9.86994,0.0,-9.86994,0.0,9229,Oc1ccc(CCCNCC2CCNC(c3ccc(O)cc3)C2O)cc1,144,150,144,13,144_13-5
N#CC1CCCN1C(=O)CNCC(=O)NC1CCC(c2ccc(O)cc2)C1O,0,2,1,-9.86228,-9.86228,-9.86228,0.0,-9.86228,0.0,12296,N#CC1CCCN1C(=O)CNCC(=O)NC1CCC(c2ccc(O)cc2)C1O,192,192,192,8,192_8-14
Oc1ccc(C2CCCC(NCCNCc3cccc4ccccc34)C2O)cc1,0,4,1,-9.85946,-9.85946,-9.85946,0.0,-9.85946,0.0,13949,Oc1ccc(C2CCCC(NCCNCc3cccc4ccccc34)C2O)cc1,217,255,217,61,217_61-3
NC(=O)c1ccc(C2CCC(NCC(=O)N3CCCc4ccccc43)C2O)cc1,0,3,1,-9.85911,-9.85911,-9.85911,0.0,-9.85911,0.0,17320,NC(=O)c1ccc(C2CCC(NCC(=O)N3CCCc4ccccc43)C2O)cc1,270,278,270,40,270_40-1
O=C(CNCCC1CNCC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,0,3,1,-9.85796,-9.85796,-9.85796,0.0,-9.85796,0.0,13242,O=C(CNCCC1CNCC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,206,216,206,58,206_58-2
Oc1ccc2c(c1)C(O)C(NCC(O)CNCc1ccc3c(c1)OCCO3)C2,0,2,1,-9.85264,-9.85264,-9.85264,0.0,-9.85264,0.0,12339,Oc1ccc2c(c1)C(O)C(NCC(O)CNCc1ccc3c(c1)OCCO3)C2,192,195,192,51,192_51-12
Oc1ccc(C2CCCC(NCC=CCNCc3c[nH]c4ccccc34)C2O)cc1,0,2,1,-9.85244,-9.85244,-9.85244,0.0,-9.85244,0.0,12943,Oc1ccc(C2CCCC(NCC=CCNCc3c[nH]c4ccccc34)C2O)cc1,202,208,202,15,202_15-1
Oc1ccc(C2CC(NCCNCCCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.83855,-9.83855,-9.83855,0.0,-9.83855,0.0,11534,Oc1ccc(C2CC(NCCNCCCc3ccc4c(c3)OCO4)C2O)cc1,180,181,180,14,180_14-7
O=C(CCNC1CCC(c2ccc(O)cc2)C1O)N1CCc2ccccc2C1,0,2,1,-9.83439,-9.83439,-9.83439,0.0,-9.83439,0.0,16800,O=C(CCNC1CCC(c2ccc(O)cc2)C1O)N1CCc2ccccc2C1,262,289,262,32,262_32-8
O=C(CNCCNC1CNCC(c2ccc(O)cc2)C1O)Nc1ccccc1,0,7,1,-9.82708,-9.82708,-9.82708,0.0,-9.82708,0.0,14774,O=C(CNCCNC1CNCC(c2ccc(O)cc2)C1O)Nc1ccccc1,230,239,230,54,230_54-4
NC(=O)c1ccc(C2CCC(NCc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.82625,-9.82625,-9.82625,0.0,-9.82625,0.0,17145,NC(=O)c1ccc(C2CCC(NCc3ccc4ccccc4c3)C2O)cc1,267,276,267,57,267_57-3
O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2ccccc2c1,0,2,1,-9.81631,-9.81631,-9.81631,0.0,-9.81631,0.0,12945,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2ccccc2c1,202,214,202,17,202_17-7
Oc1ccc(C2CNCC(NCCNCc3ccc4ncccc4c3)C2O)cc1,0,2,1,-9.81466,-9.81466,-9.81466,0.0,-9.81466,0.0,14676,Oc1ccc(C2CNCC(NCCNCc3ccc4ncccc4c3)C2O)cc1,229,237,229,20,229_20-1
O=C(CNCCN1CCC(c2ccccc2)C1)Nc1ccc2ccccc2c1,0,2,1,-9.81258,-9.81258,-9.81258,0.0,-9.81258,0.0,13538,O=C(CNCCN1CCC(c2ccccc2)C1)Nc1ccc2ccccc2c1,211,214,211,34,211_34-3
Oc1ccc(C2CNCC(CNCc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.81064,-9.81064,-9.81064,0.0,-9.81064,0.0,14426,Oc1ccc(C2CNCC(CNCc3ccc4ccccc4c3)C2O)cc1,225,242,225,26,225_26-1
Oc1ccc(C2CNCC(CCNCC=Cc3ccccc3)C2O)cc1,0,3,1,-9.80397,-9.80397,-9.80397,0.0,-9.80397,0.0,14907,Oc1ccc(C2CNCC(CCNCC=Cc3ccccc3)C2O)cc1,232,240,232,59,232_59-2
O=C(CNCCNCC1CNC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,0,2,1,-9.80341,-9.80341,-9.80341,0.0,-9.80341,0.0,14936,O=C(CNCCNCC1CNC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,233,235,233,24,233_24-1
O=C(CNCCCN1CCCC(c2ccc(O)cc2)C1)Nc1ccc2[nH]ccc2c1,0,4,1,-9.79687,-9.79687,-9.79687,0.0,-9.79687,0.0,12899,O=C(CNCCCN1CCCC(c2ccc(O)cc2)C1)Nc1ccc2[nH]ccc2c1,201,211,201,35,201_35-6
O=C(CCCN1CCC(c2ccc(O)cc2)CC1)Nc1cc2cc(O)ccc2o1,0,2,1,-9.7924,-9.7924,-9.7924,0.0,-9.7924,0.0,18864,O=C(CCCN1CCC(c2ccc(O)cc2)CC1)Nc1cc2cc(O)ccc2o1,294,296,294,48,294_48-2
O=C(CCc1ccc2ccccc2c1)NC1CCC(c2ccc(O)cc2)C1O,0,3,1,-9.79197,-9.79197,-9.79197,0.0,-9.79197,0.0,11858,O=C(CCc1ccc2ccccc2c1)NC1CCC(c2ccc(O)cc2)C1O,185,188,185,18,185_18-7
Oc1ccc(C2NCC(CCNCCc3ccc4c(c3)OCO4)C2O)cc1,0,4,1,-9.78933,-9.78933,-9.78933,0.0,-9.78933,0.0,14144,Oc1ccc(C2NCC(CCNCCc3ccc4c(c3)OCO4)C2O)cc1,221,225,221,0,221_0-7
NC(=O)c1ccc(CCCNC2NCCC(c3ccc(C(N)=O)cc3)C2O)cc1,0,2,1,-9.77627,-9.77627,-9.77627,0.0,-9.77627,0.0,17331,NC(=O)c1ccc(CCCNC2NCCC(c3ccc(C(N)=O)cc3)C2O)cc1,270,277,270,51,270_51-4
Oc1ccc(C2c3ccccc3CC(NCCc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.77528,-9.77528,-9.77528,0.0,-9.77528,0.0,16240,Oc1ccc(C2c3ccccc3CC(NCCc3ccc4ccccc4c3)C2O)cc1,253,266,253,48,253_48-1
Nc1noc2cc(NC(=O)CCCCN3CCC(c4ccc(O)cc4)C(O)C3)ccc12,0,3,1,-9.77323,-9.77323,-9.77323,0.0,-9.77323,0.0,17760,Nc1noc2cc(NC(=O)CCCCN3CCC(c4ccc(O)cc4)C(O)C3)ccc12,277,297,277,32,277_32-1
O=C(CNC1CCCC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,0,3,1,-9.76576,-9.76576,-9.76576,0.0,-9.76576,0.0,13443,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,210,218,210,3,210_3-7
O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,0,4,1,-9.76564,-9.76564,-9.76564,0.0,-9.76564,0.0,12585,O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,196,232,196,41,196_41-8
Oc1ccc(C2CCC(NCCCc3c[nH]c4ccc(O)cc34)C2O)cc1,0,2,1,-9.76468,-9.76468,-9.76468,0.0,-9.76468,0.0,12719,Oc1ccc(C2CCC(NCCCc3c[nH]c4ccc(O)cc34)C2O)cc1,198,204,198,47,198_47-3
Oc1ccc(C2CCC(O)C(NCCNc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.76208,-9.76208,-9.76208,0.0,-9.76208,0.0,13858,Oc1ccc(C2CCC(O)C(NCCNc3ccc4ccccc4c3)C2O)cc1,216,223,216,34,216_34-3
Oc1ccc(C2CCCC(CNCNCc3cccc4ccccc34)C2O)cc1,0,2,1,-9.76172,-9.76172,-9.76172,0.0,-9.76172,0.0,13636,Oc1ccc(C2CCCC(CNCNCc3cccc4ccccc34)C2O)cc1,213,215,213,4,213_4-1
Nc1noc2cc(NC(=O)CCCC3CC(c4ccc(O)cc4)CN3)ccc12,0,2,1,-9.7613,-9.7613,-9.7613,0.0,-9.7613,0.0,18379,Nc1noc2cc(NC(=O)CCCC3CC(c4ccc(O)cc4)CN3)ccc12,287,298,287,11,287_11-4
N#CC1CCCN1C(=O)CNCCCN1CCC(c2ccc(O)cc2)C1,0,2,1,-9.76125,-9.76125,-9.76125,0.0,-9.76125,0.0,11954,N#CC1CCCN1C(=O)CNCCCN1CCC(c2ccc(O)cc2)C1,186,189,186,50,186_50-16
O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,0,6,1,-9.75621,-9.75621,-9.756209999999998,1.9459014222361975e-15,-9.75621,0.0,12265,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,191,200,191,41,191_41-1
Oc1ccc(C2NCC(CCNCCNc3ccc4c(c3)OCO4)C2O)cc1,0,4,1,-9.75202,-9.75202,-9.75202,0.0,-9.75202,0.0,14318,Oc1ccc(C2NCC(CCNCCNc3ccc4c(c3)OCO4)C2O)cc1,223,228,223,46,223_46-7
Oc1ccc(C2NCCC(CCCNCc3cccc4ccccc34)C2O)cc1,0,2,1,-9.74988,-9.74988,-9.74988,0.0,-9.74988,0.0,16041,Oc1ccc(C2NCCC(CCCNCc3cccc4ccccc34)C2O)cc1,250,257,250,41,250_41-1
Oc1ccc(C2CNC(CNCCNc3ccc4c(c3)OCCO4)C2O)cc1,0,2,1,-9.7404,-9.7404,-9.7404,0.0,-9.7404,0.0,14819,Oc1ccc(C2CNC(CNCCNc3ccc4c(c3)OCCO4)C2O)cc1,231,231,231,35,231_35-12
NC(=O)c1ccc(NC(=O)CNC2CNC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.7395,-9.7395,-9.7395,0.0,-9.7395,0.0,15573,NC(=O)c1ccc(NC(=O)CNC2CNC(c3ccc(O)cc3)C2O)cc1,243,246,243,21,243_21-7
Oc1ccc(C2CCC(NCCNCC=Cc3ccccc3)C2O)cc1,0,4,1,-9.73836,-9.73836,-9.73836,0.0,-9.73836,0.0,15448,Oc1ccc(C2CCC(NCCNCC=Cc3ccccc3)C2O)cc1,241,285,241,24,241_24-6
NC(=O)c1ccc(CNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,0,2,1,-9.7378,-9.7378,-9.7378,0.0,-9.7378,0.0,17480,NC(=O)c1ccc(CNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,273,275,273,8,273_8-3
NC(=O)c1ccc(C2CCNC(NCc3ccc4ccoc4c3)C2O)cc1,0,7,1,-9.72593,-9.72593,-9.72593,0.0,-9.72593,0.0,17139,NC(=O)c1ccc(C2CCNC(NCc3ccc4ccoc4c3)C2O)cc1,267,275,267,51,267_51-1
O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2[nH]c(=O)ccc2c1,0,2,1,-9.72301,-9.72301,-9.72301,0.0,-9.72301,0.0,13521,O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2[nH]c(=O)ccc2c1,211,213,211,17,211_17-4
Oc1ccc(C2CNCC(CNCCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.72066,-9.72066,-9.72066,0.0,-9.72066,0.0,10724,Oc1ccc(C2CNCC(CNCCc3ccc4c(c3)OCO4)C2O)cc1,167,171,167,36,167_36-7
O=C(CNCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2cccnc2c1,0,2,1,-9.71907,-9.71907,-9.71907,0.0,-9.71907,0.0,15490,O=C(CNCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2cccnc2c1,242,258,242,2,242_2-3
NC(=O)c1ccc(NC(=O)CNC2CCCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.71883,-9.71883,-9.71883,0.0,-9.71883,0.0,15568,NC(=O)c1ccc(NC(=O)CNC2CCCC(c3ccc(O)cc3)C2O)cc1,243,274,243,16,243_16-4
Oc1ccc(C2CCC(NCCNCc3ccc4c(c3)OCCO4)C2O)cc1,0,2,1,-9.71737,-9.71737,-9.71737,0.0,-9.71737,0.0,14679,Oc1ccc(C2CCC(NCCNCc3ccc4c(c3)OCCO4)C2O)cc1,229,281,229,23,229_23-6
NC(=O)c1ccc(C2CCC(CCCC(=O)Nc3ccc4ccoc4c3)C2O)cc1,0,2,1,-9.71416,-9.71416,-9.71416,0.0,-9.71416,0.0,17487,NC(=O)c1ccc(C2CCC(CCCC(=O)Nc3ccc4ccoc4c3)C2O)cc1,273,273,273,15,273_15-5
NC(=O)c1ccc(CNCCCC2CCNC(c3ccc(O)cc3)C2O)cc1,0,3,1,-9.71136,-9.71136,-9.71136,0.0,-9.71136,0.0,15924,NC(=O)c1ccc(CNCCCC2CCNC(c3ccc(O)cc3)C2O)cc1,248,257,248,52,248_52-4
O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,0,5,1,-9.71102,-9.71102,-9.71102,0.0,-9.71102,0.0,18779,O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1ccc2c(c1)OCO2,293,300,293,27,293_27-8
NC(=O)c1ccc(CC=CCNC2CCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.70932,-9.70932,-9.70932,0.0,-9.70932,0.0,16637,NC(=O)c1ccc(CC=CCNC2CCC(c3ccc(O)cc3)C2O)cc1,259,280,259,61,259_61-5
O=C(CNC1CC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCO2,0,2,1,-9.7007,-9.7007,-9.7007,0.0,-9.7007,0.0,10948,O=C(CNC1CC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCO2,171,194,171,4,171_4-13
NC(=O)c1ccc(CCNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,0,2,1,-9.69291,-9.69291,-9.69291,0.0,-9.69291,0.0,17279,NC(=O)c1ccc(CCNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,269,271,269,63,269_63-3
Oc1ccc(CNCCNC2NCCC(c3ccc(O)cc3)C2O)cc1,0,5,1,-9.68956,-9.68956,-9.68956,0.0,-9.68956,0.0,15322,Oc1ccc(CNCCNC2NCCC(c3ccc(O)cc3)C2O)cc1,239,245,239,26,239_26-7
ON=C(CNCCCN1CCC(c2ccc(O)cc2)C1)c1c[nH]c2ccccc12,0,2,1,-9.68663,-9.68663,-9.68663,0.0,-9.68663,0.0,13025,ON=C(CNCCCN1CCC(c2ccc(O)cc2)C1)c1c[nH]c2ccccc12,203,204,203,33,203_33-3
NC(=O)c1ccc(C2CCNC(NCC(=O)Nc3ccc4ccoc4c3)C2)cc1,0,2,1,-9.68558,-9.68558,-9.68558,0.0,-9.68558,0.0,17271,NC(=O)c1ccc(C2CCNC(NCC(=O)Nc3ccc4ccoc4c3)C2)cc1,269,270,269,55,269_55-3
O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccccc1,0,5,1,-9.68321,-9.68321,-9.68321,0.0,-9.68321,0.0,15189,O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccccc1,237,244,237,21,237_21-4
O=C(CNC1CCCC(c2ccc(O)cc2)C1O)Nc1ccc2ccoc2c1,0,2,1,-9.68247,-9.68247,-9.68247,0.0,-9.68247,0.0,16118,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)Nc1ccc2ccoc2c1,251,273,251,54,251_54-3
NC(=O)c1ccc(C2NCC(NCc3ccc4ccoc4c3)C2O)cc1,0,2,1,-9.68232,-9.68232,-9.68232,0.0,-9.68232,0.0,17230,NC(=O)c1ccc(C2NCC(NCc3ccc4ccoc4c3)C2O)cc1,269,273,269,14,269_14-3
Oc1ccc(C2CCC(CNCCNCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.6785,-9.6785,-9.6785,0.0,-9.6785,0.0,14004,Oc1ccc(C2CCC(CNCCNCc3ccc4c(c3)OCO4)C2O)cc1,218,243,218,52,218_52-3
Oc1ccc(C2NCCC(CCNCCNc3ccccc3)C2O)cc1,0,2,1,-9.67705,-9.67705,-9.67705,0.0,-9.67705,0.0,14714,Oc1ccc(C2NCCC(CCNCCNc3ccccc3)C2O)cc1,229,248,229,58,229_58-1
Oc1ccc(C2NCCC(CCNCCc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.67336,-9.67336,-9.67336,0.0,-9.67336,0.0,14330,Oc1ccc(C2NCCC(CCNCCc3ccc4ccccc4c3)C2O)cc1,223,227,223,58,223_58-1
Oc1ccc(C2CCC(CNCCNc3ccc4c(c3)OCO4)C2O)cc1,0,10,1,-9.6691,-9.6691,-9.6691,0.0,-9.6691,0.0,14002,Oc1ccc(C2CCC(CNCCNc3ccc4c(c3)OCO4)C2O)cc1,218,226,218,50,218_50-1
