population,source_row,input_smiles,canonical_isomeric_smiles,canonical_formal_charge,docking_score,step,batch_idx,task,model,PPS_best_variant
PPS,4316,NCc1ccc2cc(C(O)NC3CCN(Cc4ccc(F)cc4)C3)cc(C(N)=O)c2c1,NCc1ccc2cc(C(O)NC3CCN(Cc4ccc(F)cc4)C3)cc(C(N)=O)c2c1,0,-11.159,67,28,PPS_tester_run_2,RNN,67_28-7
PPS,4317,CC(N)c1ccc(CN2CCN(CCc3ccc(CN)cc3)CC2)cc1,CC(N)c1ccc(CN2CCN(CCc3ccc(CN)cc3)CC2)cc1,0,-9.72868,67,29,PPS_tester_run_2,RNN,67_29-1
PPS,4318,NC(=O)c1ccc(CCN2CCC(NCc3ccc(CCC(=O)NC4CCN(Cc5ccc(C(N)=O)cc5)CC4)cc3)CC2)cc1,NC(=O)c1ccc(CCN2CCC(NCc3ccc(CCC(=O)NC4CCN(Cc5ccc(C(N)=O)cc5)CC4)cc3)CC2)cc1,0,-11.9979,67,30,PPS_tester_run_2,RNN,67_30-3
PPS,4319,NC(=O)c1ccc(CC(=O)Nc2cccc(Cc3ccc(CCc4cc(C(N)=O)cc(C(F)(F)F)c4)cc3)c2)cc1,NC(=O)c1ccc(CC(=O)Nc2cccc(Cc3ccc(CCc4cc(C(N)=O)cc(C(F)(F)F)c4)cc3)c2)cc1,0,-11.0016,67,31,PPS_tester_run_2,RNN,67_31-1
PPS,4320,NCc1ccc(CCN2CCC(Nc3ccc(C(N)=O)cc3)CC2)cc1,NCc1ccc(CCN2CCC(Nc3ccc(C(N)=O)cc3)CC2)cc1,0,-9.91752,67,32,PPS_tester_run_2,RNN,67_32-2
PPS,4321,NC(=O)c1cccn1Cc1ccc(CC(=O)N2CCC(NC3CCN(C(=O)Cc4ccc5cc(C6CC6)ccc5c4)C3)C2)cc1,NC(=O)c1cccn1Cc1ccc(CC(=O)N2CCC(NC3CCN(C(=O)Cc4ccc5cc(C6CC6)ccc5c4)C3)C2)cc1,0,-10.8814,67,33,PPS_tester_run_2,RNN,67_33-1
PPS,4322,NCc1ccc(CCN2CC(CN)C(c3cc(F)cc(F)c3)C2)cc1,NCc1ccc(CCN2CC(CN)C(c3cc(F)cc(F)c3)C2)cc1,0,-9.67837,67,34,PPS_tester_run_2,RNN,67_34-8
PPS,4323,NCc1ccc(C2CN(CCc3csc(C(N)=O)c3)C2)cc1,NCc1ccc(C2CN(CCc3csc(C(N)=O)c3)C2)cc1,0,-10.6423,67,35,PPS_tester_run_2,RNN,67_35-2
PPS,4324,NCc1ccc(CNc2ccc(C=CCN3CC(CCc4cccc(C(N)=O)c4)CC3=O)cc2)cc1,NCc1ccc(CNc2ccc(C=CCN3CC(CCc4cccc(C(N)=O)c4)CC3=O)cc2)cc1,0,-10.3406,67,36,PPS_tester_run_2,RNN,67_36-2
PPS,4325,NCCC(=O)N1CCC(c2ccc(C3CN(Cc4cccc(C(N)=O)c4)C3)cc2)C1,NCCC(=O)N1CCC(c2ccc(C3CN(Cc4cccc(C(N)=O)c4)C3)cc2)C1,0,-11.1952,67,37,PPS_tester_run_2,RNN,67_37-4
PPS,4326,NC(=O)c1cccc(Cc2ccc3cc(C(N)=O)ccc3c2)c1,NC(=O)c1cccc(Cc2ccc3cc(C(N)=O)ccc3c2)c1,0,-9.58013,67,38,PPS_tester_run_2,RNN,67_38-1
PPS,4327,N#Cc1cccc(CN2CC(C(=O)Nc3cc(F)c4[nH]c(C(N)=O)cc4c3)C2)c1,N#Cc1cccc(CN2CC(C(=O)Nc3cc(F)c4[nH]c(C(N)=O)cc4c3)C2)c1,0,-10.1089,67,39,PPS_tester_run_2,RNN,67_39-2
PPS,4328,Cc1cc(N2CCC(NC(=O)CN)CC2)ccc1Cc1ccc(C(N)=O)s1,Cc1cc(N2CCC(NC(=O)CN)CC2)ccc1Cc1ccc(C(N)=O)s1,0,-10.2437,67,40,PPS_tester_run_2,RNN,67_40-1
PPS,4329,NC(=O)c1ccc(Oc2ccc3c(c2)C(CCCN2CCC(n4c(=O)[nH]c5ccccc54)C2)CC3=O)cc1,NC(=O)c1ccc(Oc2ccc3c(c2)C(CCCN2CCC(n4c(=O)[nH]c5ccccc54)C2)CC3=O)cc1,0,-9.88408,67,41,PPS_tester_run_2,RNN,67_41-7
PPS,4330,NC(=O)CCN1CC(c2ccc(Cc3ccc(C(N)=O)s3)cc2)C1,NC(=O)CCN1CC(c2ccc(Cc3ccc(C(N)=O)s3)cc2)C1,0,-11.21,67,42,PPS_tester_run_2,RNN,67_42-1
PPS,4331,NCc1ccc(C(=O)NC(CC2CN3CCC2C3)c2ccc(Cc3cc4ccccc4[nH]c3=O)cc2)cc1,NCc1ccc(C(=O)NC(CC2CN3CCC2C3)c2ccc(Cc3cc4ccccc4[nH]c3=O)cc2)cc1,0,-8.48061,67,43,PPS_tester_run_2,RNN,67_43-2
PPS,4332,CC(CSc1nc2ccc(C(N)=O)cc2s1)C1CCN(C(=O)c2ccc(C(N)=O)s2)CC1,CC(CSc1nc2ccc(C(N)=O)cc2s1)C1CCN(C(=O)c2ccc(C(N)=O)s2)CC1,0,-10.0362,67,44,PPS_tester_run_2,RNN,67_44-1
PPS,4333,NC(=O)c1cccc(C=Cc2ccc3ncccc3c2)c1,NC(=O)c1cccc(C=Cc2ccc3ncccc3c2)c1,0,-8.28607,67,45,PPS_tester_run_2,RNN,67_45-2
PPS,4334,NC(=O)c1ccc(CC2CC(N)CC2N)cc1Cc1ccc(C(=O)NO)s1,NC(=O)c1ccc(CC2CC(N)CC2N)cc1Cc1ccc(C(=O)NO)s1,0,-9.56886,67,46,PPS_tester_run_2,RNN,67_46-7
PPS,4335,NC(=O)c1ccc(NC(=O)NC2CCN(CCc3cc(F)c4cccc(C(N)=O)c4c3)C2)cc1,NC(=O)c1ccc(NC(=O)NC2CCN(CCc3cc(F)c4cccc(C(N)=O)c4c3)C2)cc1,0,-8.91949,67,47,PPS_tester_run_2,RNN,67_47-1
PPS,4336,NC(=O)c1ccc2c(c1)Cc1c(N)cccc1-2,NC(=O)c1ccc2c(c1)Cc1c(N)cccc1-2,0,-6.88062,67,48,PPS_tester_run_2,RNN,67_48-1
PPS,4337,NC(=O)c1ccc(C(=O)NC2CCN(CC(=O)N3CCC(c4ccc(F)cc4)C3)CC2)cc1,NC(=O)c1ccc(C(=O)NC2CCN(CC(=O)N3CCC(c4ccc(F)cc4)C3)CC2)cc1,0,-9.6735,67,49,PPS_tester_run_2,RNN,67_49-6
PPS,4338,NC(=O)c1ccc(Cc2ccc(C(=O)NC3CCC(N)CC3)cc2)s1,NC(=O)c1ccc(Cc2ccc(C(=O)NC3CCC(N)CC3)cc2)s1,0,-10.4947,67,50,PPS_tester_run_2,RNN,67_50-1
PPS,4339,NC(=O)c1nn(Cc2ccc(C(=O)NC3CCNC3)cc2)cc1N,NC(=O)c1nn(Cc2ccc(C(=O)NC3CCNC3)cc2)cc1N,0,-9.33525,67,51,PPS_tester_run_2,RNN,67_51-1
PPS,4340,NC(=O)c1cnc(NC(=O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2F)c(C2CC2N)c1,NC(=O)c1cnc(NC(=O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2F)c(C2CC2N)c1,0,-9.20116,67,52,PPS_tester_run_2,RNN,67_52-1
PPS,4341,NC(=O)CC(N)c1ccc(C2CCN(C(=O)Cc3ccc(CN4CCC(NC(=O)Cc5ccc(C(N)=O)cc5)C4)cc3)C2)cc1,NC(=O)CC(N)c1ccc(C2CCN(C(=O)Cc3ccc(CN4CCC(NC(=O)Cc5ccc(C(N)=O)cc5)C4)cc3)C2)cc1,0,-13.535,67,53,PPS_tester_run_2,RNN,67_53-7
PPS,4342,CN1CCC2(CCN(C(=O)c3ccc(Cc4ccc(C(N)=O)cc4C(N)=O)cc3)C2)O1,CN1CCC2(CCN(C(=O)c3ccc(Cc4ccc(C(N)=O)cc4C(N)=O)cc3)C2)O1,0,-10.876,67,54,PPS_tester_run_2,RNN,67_54-1
PPS,4343,NC(=O)c1ccc(CNC2CCN(Cc3ccc(Cc4ccc5c(c4)CC(=O)C5)cc3)C2)cc1,NC(=O)c1ccc(CNC2CCN(Cc3ccc(Cc4ccc5c(c4)CC(=O)C5)cc3)C2)cc1,0,-10.7381,67,55,PPS_tester_run_2,RNN,67_55-4
PPS,4344,NCc1ccc(CNC(=O)c2ccc(Oc3ccc(CN)nc3)cc2)cc1,NCc1ccc(CNC(=O)c2ccc(Oc3ccc(CN)nc3)cc2)cc1,0,-9.96963,67,56,PPS_tester_run_2,RNN,67_56-1
PPS,4345,OC1CCN(CCc2ccnc(CNCc3ccc(C(F)(F)F)cc3)c2)CC1,OC1CCN(CCc2ccnc(CNCc3ccc(C(F)(F)F)cc3)c2)CC1,0,-8.41726,67,57,PPS_tester_run_2,RNN,67_57-2
PPS,4346,NCCc1ccc(C2CC(C(N)=O)CC2N)cc1F,NCCc1ccc(C2CC(C(N)=O)CC2N)cc1F,0,-9.48853,67,58,PPS_tester_run_2,RNN,67_58-2
PPS,4347,CC(CN1CCC(NC(=O)c2cc(F)cc(F)c2)C1)NCC1CCN(C(=O)Cc2cccc(C(F)(F)F)c2)C1,CC(CN1CCC(NC(=O)c2cc(F)cc(F)c2)C1)NCC1CCN(C(=O)Cc2cccc(C(F)(F)F)c2)C1,0,-11.015,67,59,PPS_tester_run_2,RNN,67_59-5
PPS,4348,Cc1ccc2[nH]c(CN3CC(c4ccc(NC(=O)Cc5ccc6[nH]c(C(N)=O)cc6c5)cc4)C3)cc2c1,Cc1ccc2[nH]c(CN3CC(c4ccc(NC(=O)Cc5ccc6[nH]c(C(N)=O)cc6c5)cc4)C3)cc2c1,0,-10.6992,67,60,PPS_tester_run_2,RNN,67_60-2
PPS,4349,NCc1ccc(CNCC2Cc3cc(C(N)=O)ccc32)cc1F,NCc1ccc(CNCC2Cc3cc(C(N)=O)ccc32)cc1F,0,-9.9429,67,61,PPS_tester_run_2,RNN,67_61-1
PPS,4350,NC(=O)c1ccc(CNC(=O)CCN2CC(c3ccc4c(c3)CC(=O)C4)C2)cc1,NC(=O)c1ccc(CNC(=O)CCN2CC(c3ccc4c(c3)CC(=O)C4)C2)cc1,0,-10.1825,67,62,PPS_tester_run_2,RNN,67_62-2
PPS,4351,Cn1c(C(N)=O)cc2c1CC(CN1CCC(Cc3ccc(C(N)C(N)=O)cc3)C1)C2,Cn1c(C(N)=O)cc2c1CC(CN1CCC(Cc3ccc(C(N)C(N)=O)cc3)C1)C2,0,-11.8418,67,63,PPS_tester_run_2,RNN,67_63-16
PPS,4352,c1ccc(-c2ccc3c(c2)CC(CN2CCCCC2)CO3)cc1,c1ccc(-c2ccc3c(c2)CC(CN2CCCCC2)CO3)cc1,0,-8.25254,68,0,PPS_tester_run_2,RNN,68_0-1
PPS,4353,NCc1ccc(CNC(=O)C2CC(CNc3ccc(C4CCN(CCc5cccc(C(F)(F)F)c5)C4)cc3)C2)cc1,NCc1ccc(CNC(=O)C2CC(CNc3ccc(C4CCN(CCc5cccc(C(F)(F)F)c5)C4)cc3)C2)cc1,0,-11.9478,68,1,PPS_tester_run_2,RNN,68_1-4
PPS,4354,NC(=O)c1ccc(CNC2CCN(CC3CCCC3)C2)cc1,NC(=O)c1ccc(CNC2CCN(CC3CCCC3)C2)cc1,0,-8.35087,68,2,PPS_tester_run_2,RNN,68_2-1
PPS,4355,NC(=O)c1ccc2[nH]c(=O)n(CC(=O)NC3CCN(Cc4ccc(CN5CCC5C(=O)O)cc4)C3)c2c1,NC(=O)c1ccc2[nH]c(=O)n(CC(=O)NC3CCN(Cc4ccc(CN5CCC5C(=O)O)cc4)C3)c2c1,0,-10.7056,68,3,PPS_tester_run_2,RNN,68_3-8
PPS,4357,NC(=O)c1ccc(Oc2ccc3ccc(C4CCNCC4)cc3c2)cc1,NC(=O)c1ccc(Oc2ccc3ccc(C4CCNCC4)cc3c2)cc1,0,-8.81733,68,5,PPS_tester_run_2,RNN,68_5-1
PPS,4358,NC(=O)c1ccc(Cc2ccc(F)c(CNCC3CCN(C4CCC(N)CC4F)C3)c2)cc1,NC(=O)c1ccc(Cc2ccc(F)c(CNCC3CCN(C4CCC(N)CC4F)C3)c2)cc1,0,-11.5085,68,6,PPS_tester_run_2,RNN,68_6-7
PPS,4360,NC(=O)c1ccc2[nH]c(CCNCc3ccc4[nH]ccc4c3)cc2c1,NC(=O)c1ccc2[nH]c(CCNCc3ccc4[nH]ccc4c3)cc2c1,0,-9.85402,68,8,PPS_tester_run_2,RNN,68_8-1
PPS,4361,NC(=O)c1cccc(CCN2CCC(CON3Cc4ccc(C(N)=O)nc4C3C(N)=O)C2)c1,NC(=O)c1cccc(CCN2CCC(CON3Cc4ccc(C(N)=O)nc4C3C(N)=O)C2)c1,0,-10.7999,68,9,PPS_tester_run_2,RNN,68_9-6
PPS,4362,O=C(NCc1ccc(C(F)(F)F)cc1)N1CCC(NC2CCN(C(=O)c3ccc(F)cc3)C2)CC1,O=C(NCc1ccc(C(F)(F)F)cc1)N1CCC(NC2CCN(C(=O)c3ccc(F)cc3)C2)CC1,0,-8.40047,68,10,PPS_tester_run_2,RNN,68_10-1
PPS,4363,N#Cc1cccc(C(=O)c2ccn(C3C=CC(C(N)C(N)=O)O3)c2)c1,N#Cc1cccc(C(=O)c2ccn(C3C=CC(C(N)C(N)=O)O3)c2)c1,0,-10.8585,68,11,PPS_tester_run_2,RNN,68_11-11
PPS,4365,CC(O)c1ccc(CCn2c(C(N)=O)cc3c2CN(Cc2ccc(C(N)=O)cc2)C3)cc1,CC(O)c1ccc(CCn2c(C(N)=O)cc3c2CN(Cc2ccc(C(N)=O)cc2)C3)cc1,0,-9.60697,68,13,PPS_tester_run_2,RNN,68_13-3
PPS,4366,NC(=O)c1cccc(C(=O)NC2CCN(Cc3ccnc(F)c3)C2)c1,NC(=O)c1cccc(C(=O)NC2CCN(Cc3ccnc(F)c3)C2)c1,0,-9.8373,68,14,PPS_tester_run_2,RNN,68_14-3
PPS,4367,NC(=O)c1cccc(C(=O)Nc2ccc(C(=O)N3CCC(N)C3)c(F)c2)c1,NC(=O)c1cccc(C(=O)Nc2ccc(C(=O)N3CCC(N)C3)c(F)c2)c1,0,-9.6369,68,15,PPS_tester_run_2,RNN,68_15-2
PPS,4368,CC(=O)CC1CCN(C2CCN(C(=O)Nc3ccc(OCc4cccc(C)c4)cc3)C2)C1,CC(=O)CC1CCN(C2CCN(C(=O)Nc3ccc(OCc4cccc(C)c4)cc3)C2)C1,0,-10.5496,68,16,PPS_tester_run_2,RNN,68_16-6
PPS,4369,NC(=O)c1ccc(CNC2CCN(CCc3cc4cc(C(N)=O)sc4[nH]3)C2)cc1,NC(=O)c1ccc(CNC2CCN(CCc3cc4cc(C(N)=O)sc4[nH]3)C2)cc1,0,-10.6875,68,17,PPS_tester_run_2,RNN,68_17-1
PPS,4370,NCc1ccc(Cc2ccc(C3CC(C(N)=O)CN3C(=O)c3ccc(C(N)=O)cc3)cc2)cc1,NCc1ccc(Cc2ccc(C3CC(C(N)=O)CN3C(=O)c3ccc(C(N)=O)cc3)cc2)cc1,0,-9.99644,68,18,PPS_tester_run_2,RNN,68_18-2
PPS,4371,Cc1ccc(C(=O)N2CCC(CNCCc3c[nH]c4cc(F)ccc34)C2)cc1,Cc1ccc(C(=O)N2CCC(CNCCc3c[nH]c4cc(F)ccc34)C2)cc1,0,-9.26767,68,19,PPS_tester_run_2,RNN,68_19-1
PPS,4372,NC1CCC(CNc2ccc(F)c(C3CCN(Cc4ccc(CN5CCC(O)CC5)cc4)C3)c2)C1,NC1CCC(CNc2ccc(F)c(C3CCN(Cc4ccc(CN5CCC(O)CC5)cc4)C3)c2)C1,0,-10.9427,68,20,PPS_tester_run_2,RNN,68_20-1
PPS,4373,CCC(N)c1ccc(F)c(Cc2ccc(Cc3cc(C(N)=O)ccc3N)cc2)c1,CCC(N)c1ccc(F)c(Cc2ccc(Cc3cc(C(N)=O)ccc3N)cc2)c1,0,-10.6337,68,21,PPS_tester_run_2,RNN,68_21-2
PPS,4374,CC(C(N)=O)c1ccc(CN2CCC(NC(=O)CNC(=O)c3ccc(C(N)=O)cc3)C2)cc1F,CC(C(N)=O)c1ccc(CN2CCC(NC(=O)CNC(=O)c3ccc(C(N)=O)cc3)C2)cc1F,0,-10.5175,68,22,PPS_tester_run_2,RNN,68_22-3
PPS,4375,NCc1ccc(CC2CN(Cc3c[nH]c(C(N)=O)c3)C2)c(F)c1,NCc1ccc(CC2CN(Cc3c[nH]c(C(N)=O)c3)C2)c(F)c1,0,-10.0149,68,23,PPS_tester_run_2,RNN,68_23-1
PPS,4376,NC(=O)c1ccc2c(c1)CCN(C(=O)CNC1CCN(Cc3ccc(F)cc3)C1)C2,NC(=O)c1ccc2c(c1)CCN(C(=O)CNC1CCN(Cc3ccc(F)cc3)C1)C2,0,-10.056,68,24,PPS_tester_run_2,RNN,68_24-1
PPS,4377,NC(=O)c1ccc2c(c1)CCC2CNCCc1cccc(F)c1,NC(=O)c1ccc2c(c1)CCC2CNCCc1cccc(F)c1,0,-8.8391,68,25,PPS_tester_run_2,RNN,68_25-2
PPS,4378,NC(=O)c1ccc(CN2CCN(CC3CC3(CCO)COc3ccc(C(N)=O)cc3)CC2)cc1,NC(=O)c1ccc(CN2CCN(CC3CC3(CCO)COc3ccc(C(N)=O)cc3)CC2)cc1,0,-10.031,68,26,PPS_tester_run_2,RNN,68_26-4
PPS,4379,NC(=O)CN1CCC(c2cccc(C3CC(F)(F)C(N)=N3)c2)CC1,NC(=O)CN1CCC(c2cccc(C3CC(F)(F)C(N)=N3)c2)CC1,0,-8.64133,68,27,PPS_tester_run_2,RNN,68_27-5
PPS,4380,NC(=O)c1scc2ccc(CN3CC(N)CC3C(N)=O)nc12,NC(=O)c1scc2ccc(CN3CC(N)CC3C(N)=O)nc12,0,-8.98676,68,28,PPS_tester_run_2,RNN,68_28-2
PPS,4381,NC1CCN(c2ccc(C3CN(C(=O)c4ccc(C(N)Cc5ccc(F)c(C(F)(F)F)c5)nc4)C3)cc2)CC1,NC1CCN(c2ccc(C3CN(C(=O)c4ccc(C(N)Cc5ccc(F)c(C(F)(F)F)c5)nc4)C3)cc2)CC1,0,-10.488,68,29,PPS_tester_run_2,RNN,68_29-2
PPS,4382,NC(=O)c1ccc2c(c1)C1CC(O)C(=O)C=C1CC2,NC(=O)c1ccc2c(c1)C1CC(O)C(=O)C=C1CC2,0,-8.59389,68,30,PPS_tester_run_2,RNN,68_30-1
PPS,4383,NCc1ccc(CN2CC(C(=O)Nc3ccc(Cn4cccc4C(N)=O)cc3)C(=O)CC2=O)c(F)c1,NCc1ccc(CN2CC(C(=O)Nc3ccc(Cn4cccc4C(N)=O)cc3)C(=O)CC2=O)c(F)c1,0,-10.0056,68,31,PPS_tester_run_2,RNN,68_31-2
PPS,4384,Cc1cccc(CC(N)CS(=O)(=O)c2ccc3cc(CCN4CCC(Cc5cccc(C(N)=O)c5)C4)ccc3c2)c1,Cc1cccc(CC(N)CS(=O)(=O)c2ccc3cc(CCN4CCC(Cc5cccc(C(N)=O)c5)C4)ccc3c2)c1,0,-11.4317,68,32,PPS_tester_run_2,RNN,68_32-6
PPS,4385,O=C(CC1CC1)NCc1ccc(C2CN(Cc3cc4ccccc4[nH]3)C2)cc1,O=C(CC1CC1)NCc1ccc(C2CN(Cc3cc4ccccc4[nH]3)C2)cc1,0,-9.557,68,33,PPS_tester_run_2,RNN,68_33-2
PPS,4386,Cc1ccccc1CN1CCC(NCC(O)N2CC(c3cc(F)cc(F)c3)C2)CC1,Cc1ccccc1CN1CCC(NCC(O)N2CC(c3cc(F)cc(F)c3)C2)CC1,0,-7.92135,68,34,PPS_tester_run_2,RNN,68_34-6
PPS,4387,NCc1ccc(C(=O)Nc2ccc(CCC(=O)N3CCC3)s2)cc1,NCc1ccc(C(=O)Nc2ccc(CCC(=O)N3CCC3)s2)cc1,0,-7.84375,68,35,PPS_tester_run_2,RNN,68_35-1
PPS,4388,NCc1ccc(CNC(=O)c2ccc(C3CCN(C(=O)c4cccc(C(N)=O)c4)C3)cn2)cc1,NCc1ccc(CNC(=O)c2ccc(C3CCN(C(=O)c4cccc(C(N)=O)c4)C3)cn2)cc1,0,-10.1338,68,36,PPS_tester_run_2,RNN,68_36-2
PPS,4389,NCc1ccc(Sc2cc(C(N)=O)ccc2C2CCCC(N)C2)cc1,NCc1ccc(Sc2cc(C(N)=O)ccc2C2CCCC(N)C2)cc1,0,-8.11092,68,37,PPS_tester_run_2,RNN,68_37-2
PPS,4390,NC(=O)CCc1ccc(C2CCN(CC=Cc3ccc(C(N)=O)s3)C2)cc1,NC(=O)CCc1ccc(C2CCN(CC=Cc3ccc(C(N)=O)s3)C2)cc1,0,-10.6795,68,38,PPS_tester_run_2,RNN,68_38-5
PPS,4391,Cc1ccc(CCN2CCC(c3cc(Cc4ccc(C5CNCC5N)cc4)ccc3N)C2)c(C)c1,Cc1ccc(CCN2CCC(c3cc(Cc4ccc(C5CNCC5N)cc4)ccc3N)C2)c(C)c1,0,-9.80848,68,39,PPS_tester_run_2,RNN,68_39-1
PPS,4393,CC(C)(C)c1ccc(NC(=O)N2CCC(NCc3ccc(C(=O)NCc4ccc(C(=O)NO)cc4)cc3)C2)cc1,CC(C)(C)c1ccc(NC(=O)N2CCC(NCc3ccc(C(=O)NCc4ccc(C(=O)NO)cc4)cc3)C2)cc1,0,-9.46123,68,41,PPS_tester_run_2,RNN,68_41-2
PPS,4394,O=C(CC1CCNC1)N1CC2CN(CC3CCc4ccc(Oc5ccccc5)cc43)CC21,O=C(CC1CCNC1)N1CC2CN(CC3CCc4ccc(Oc5ccccc5)cc43)CC21,0,-9.7002,68,42,PPS_tester_run_2,RNN,68_42-2
PPS,4395,NC(=O)c1ccc(CCc2cccc(C(N)C(N)=O)c2)c(Cl)c1,NC(=O)c1ccc(CCc2cccc(C(N)C(N)=O)c2)c(Cl)c1,0,-9.41189,68,43,PPS_tester_run_2,RNN,68_43-2
PPS,4396,CC1(N)CCC(NCc2ccc3c(c2)CC(C(N)=O)N3CCc2ccc(C(=O)N3Cc4ccccc4C3)cc2)C1,CC1(N)CCC(NCc2ccc3c(c2)CC(C(N)=O)N3CCc2ccc(C(=O)N3Cc4ccccc4C3)cc2)C1,0,-11.4901,68,44,PPS_tester_run_2,RNN,68_44-5
PPS,4397,NCc1ccc(CNC(=O)c2ccc(CN3CCC(NC4CCC(O)(c5cc(F)cc(F)c5)C4)C3)cc2)cc1,NCc1ccc(CNC(=O)c2ccc(CN3CCC(NC4CCC(O)(c5cc(F)cc(F)c5)C4)C3)cc2)cc1,0,-10.6856,68,45,PPS_tester_run_2,RNN,68_45-16
PPS,4398,NC(=O)c1cccc(COCCC2CCN(Cc3cccc(C(N)=O)c3)C2)c1,NC(=O)c1cccc(COCCC2CCN(Cc3cccc(C(N)=O)c3)C2)c1,0,-11.5381,68,46,PPS_tester_run_2,RNN,68_46-4
PPS,4399,NCc1ccc(CNCc2ccc3cc(C(N)=O)ccc3c2)cc1,NCc1ccc(CNCc2ccc3cc(C(N)=O)ccc3c2)cc1,0,-10.0602,68,47,PPS_tester_run_2,RNN,68_47-1
PPS,4400,NC(=O)c1ccc2c(c1)Cc1ccc(C(N)=O)cc1-2,NC(=O)c1ccc2c(c1)Cc1ccc(C(N)=O)cc1-2,0,-7.48731,68,48,PPS_tester_run_2,RNN,68_48-1
PPS,4401,NC(=O)c1ccc(CNC(=O)c2ccc(C3CCN(CCc4cccc(C(F)(F)F)c4)C3)cc2)s1,NC(=O)c1ccc(CNC(=O)c2ccc(C3CCN(CCc4cccc(C(F)(F)F)c4)C3)cc2)s1,0,-10.1872,68,49,PPS_tester_run_2,RNN,68_49-2
PPS,4402,NCc1ccc(Cc2ccc(CN3c4ccccc4CC3C(N)=O)cc2)s1,NCc1ccc(Cc2ccc(CN3c4ccccc4CC3C(N)=O)cc2)s1,0,-10.985,68,50,PPS_tester_run_2,RNN,68_50-1
PPS,4403,NC(Cc1ccc(F)cc1)c1ccc(NC2CN(Cc3nc4ccccc4c(=O)o3)C2)cc1,NC(Cc1ccc(F)cc1)c1ccc(NC2CN(Cc3nc4ccccc4c(=O)o3)C2)cc1,0,-9.25048,68,51,PPS_tester_run_2,RNN,68_51-2
PPS,4404,NC(=O)c1cc2cc(CNC(=O)c3cccc(C(N)Cc4ccc(C(F)(F)F)nc4)c3)ccc2[nH]1,NC(=O)c1cc2cc(CNC(=O)c3cccc(C(N)Cc4ccc(C(F)(F)F)nc4)c3)ccc2[nH]1,0,-10.9501,68,52,PPS_tester_run_2,RNN,68_52-1
PPS,4405,NC(=O)c1ccc(CNC2CCN(CCc3cc4cc(C(N)=O)ccc4[nH]3)C2)cc1,NC(=O)c1ccc(CNC2CCN(CCc3cc4cc(C(N)=O)ccc4[nH]3)C2)cc1,0,-11.0533,68,53,PPS_tester_run_2,RNN,68_53-2
PPS,4406,NC(=O)c1ccc(CC2CN(C(=O)Nc3cccc(C(F)(F)F)c3)C2)cc1,NC(=O)c1ccc(CC2CN(C(=O)Nc3cccc(C(F)(F)F)c3)C2)cc1,0,-9.98172,68,54,PPS_tester_run_2,RNN,68_54-1
PPS,4408,NC(=O)c1ccc(Cc2ccc(CNC3CN4CCC3CC4)cc2)cc1,NC(=O)c1ccc(Cc2ccc(CNC3CN4CCC3CC4)cc2)cc1,0,-9.08835,68,56,PPS_tester_run_2,RNN,68_56-2
PPS,4409,NCc1ccc(CNC(=O)c2ccc(C=Cc3ccc(C(N)=O)cc3)cc2)cc1,NCc1ccc(CNC(=O)c2ccc(C=Cc3ccc(C(N)=O)cc3)cc2)cc1,0,-10.2783,68,57,PPS_tester_run_2,RNN,68_57-2
PPS,4410,NC(=O)c1ccc(C2CN(CC(=O)Nc3ccc(Cn4cc(C(N)=O)c(C(N)=O)c4)cc3)C2)nc1,NC(=O)c1ccc(C2CN(CC(=O)Nc3ccc(Cn4cc(C(N)=O)c(C(N)=O)c4)cc3)C2)nc1,0,-11.1316,68,58,PPS_tester_run_2,RNN,68_58-1
PPS,4411,NC(=O)c1ccc(NC(=O)CN2CCC(COC3CCC3)C2)cc1,NC(=O)c1ccc(NC(=O)CN2CCC(COC3CCC3)C2)cc1,0,-8.38995,68,59,PPS_tester_run_2,RNN,68_59-3
PPS,4412,NC(=O)c1ccc(C2CCN(CCc3cc4ccccc4[nH]3)C2)cc(=O)c1,NC(=O)c1ccc(C2CCN(CCc3cc4ccccc4[nH]3)C2)cc(=O)c1,0,-9.60861,68,60,PPS_tester_run_2,RNN,68_60-4
PPS,4413,NCCc1ccc(Cc2ccc(C(N)CC(N)=O)s2)cc1,NCCc1ccc(Cc2ccc(C(N)CC(N)=O)s2)cc1,0,-9.21,68,61,PPS_tester_run_2,RNN,68_61-2
PPS,4414,CC1(C(N)=O)CCN1CC(=O)n1ncc2cc(C(N)=O)ccc21,CC1(C(N)=O)CCN1CC(=O)n1ncc2cc(C(N)=O)ccc21,0,-8.57356,68,62,PPS_tester_run_2,RNN,68_62-2
PPS,4416,CC(NCCC(N)=O)c1cc2c(F)ccnc2cc1F,CC(NCCC(N)=O)c1cc2c(F)ccnc2cc1F,0,-8.63342,69,0,PPS_tester_run_2,RNN,69_0-1
PPS,4417,NC(=O)c1ccc(CN2CCC(C(N)C(=O)NCc3ccc(NC(=O)c4cccc(C(F)(F)F)c4)cc3)C2)cc1,NC(=O)c1ccc(CN2CCC(C(N)C(=O)NCc3ccc(NC(=O)c4cccc(C(F)(F)F)c4)cc3)C2)cc1,0,-11.0368,69,1,PPS_tester_run_2,RNN,69_1-3
