population,exclusion_reason,source_row,smiles,PPS_r_i_docking_score,PR_r_i_docking_score
PPS,invalid_flag,4831,c1(Cn2ccc(CNC(=O)C3CCN(C(=O)N3CCN(C)CC3)C2)ccc2ccc(C#N)cc12,0.0,
PPS,invalid_flag,4861,C1CCC(NC(=O)CN2CCC(C(N)=O)CC2)c1c1ccc(CN2CCC(NC3Cc4c(cc(F)cc4)C3)C2)cc1,0.0,
PPS,invalid_flag,4862,O=C(c1ccc(CN2CCC(NC(=O)C3Oc4ccc(CN5CCCC(N)C5)cc4[nH]c3)C2)cc1)Cc1ccc(CN)cc1,0.0,
PPS,invalid_flag,4877,c1(C(=O)N)cc(CN2CCC(N(CCc3cc(C(C)(O)C)ccc3)CC)C2)cc1,0.0,
PPS,invalid_flag,4879,c1(C(=O)N)ccc(CNC2CCN(CCc3cc(C(=O)N)c4cc(C(=O)N)ccc34)C2)cc1,0.0,
PPS,invalid_flag,4903,C1(C(N)Cc2ccc(CNC3CCN(Cc4cc(C(F)(F)F)ccc4)CC3)n2)CC(C)N(C(=O)CN)C1,0.0,
PPS,invalid_flag,4930,c1(C)ccc(CC2CN(Cc3cc(C4CCN(CC5CN(c6c4cccn6)C)CC5)C3)CC2)cc1,0.0,
PPS,invalid_flag,4948,c1c(C(=O)NCCn2ccc(CN)cc2)ccc(C(N2CCC(NCC(=O)N)C2)=O)c1,0.0,
PPS,invalid_flag,4970,C(=O)(NC1CCN(Cc2ccc(CN3Cc4c(cccc4)CC3)c2)CC1)C1Cc2cc(C(=O)N)ccc21,0.0,
PPS,invalid_flag,4972,c1c2c(ccc1)CN(CC2c1ccc(CN)cc1)CC2,0.0,
PPS,invalid_flag,4973,c1c2c(oc(C(=O)N)cc2)ccc1CC1CN(CC(=O)N2CCN(c3c(O)cccc3)C2)CC1,0.0,
PPS,invalid_flag,4989,Oc1ccc(CN2CCC(NC3CNC(=O)C3NCCc3cc(C(F)(F)F)ccc2)cc1,0.0,
PPS,invalid_flag,5005,c1cc(C(N2CCN(CC(Cc3ccc(N)cc3)C)C2)C)Cc2ccc(CN)cc21,0.0,
PPS,invalid_flag,5013,c12cc(CC(=O)N)ccc1[nH]c(C1CN(C(=O)Nc3ccc(CN)cc3)nc1)C2,0.0,
PPS,invalid_flag,5017,C(N(c1ccc(C(N)=O)cc1)Cc1ccc(CN2CCC(NC(=O)C3Cc4ccccc4CN3)C2)cc1,0.0,
PPS,invalid_flag,5063,C1(=O)CCN(CCc2cc(CNC(=O)NC3c4cc(N)ccc3NCC4)ccc21,0.0,
PPS,invalid_flag,5074,c1(C(=O)NCc2ccc(CN)cc2)ccc(C(N2CCC(NCC3CCN(C(=O)Cc4ccc(C(N)=O)cc4)C3)C2)C)=O)cc1,0.0,
PPS,invalid_flag,5078,c1(=O)c2cc(C3CN(Cc4ccc(CN)nc4)CC3)sc2ccc1C#N,0.0,
PPS,invalid_flag,5087,C1N(Cc2ccc(CNCCCN3CCc4cc(C(N)=O)ccc43)n2)CC1,0.0,
PPS,invalid_flag,5111,c1cc(C(=O)N)ccc1C1CN(Cc2c3c(cc(NC(=O)NCc4ccc(CN)cc3)[nH]n2)ncc1)C,0.0,
PPS,invalid_flag,5119,c1cccc(Nc2c3cc(CN)ccc3[nH]n2)cc1,0.0,
PPS,invalid_flag,5123,c1(C2CN(CC3Cc4cc(C(N)=O)ccc4C3)C2)ccc(C(NC2CCN(CC3CCN(C(=O)OCC)CC3)C2)cc1)=O,0.0,
PPS,invalid_flag,5127,c1c(C(N)CC(=O)N2Cc3c(cc(CNCC4COc5c(F)cccc54)cc3C2)cccc1,0.0,
PPS,invalid_flag,5167,c1c(C(=O)OCC2CN(CC(=O)N3CCN(CC(=O)Nc4ccc(C)cc4)CC3)C2)ccccc1,0.0,
PPS,invalid_flag,5183,C1N(Cc2ccc(CNC(=O)C3CCN(C(=O)NCc4ccc(C(=O)N)cc4)C3)nc2)CC1)Cc1ccc(CN2CCc3ccc(CN)cc3C2)cc1,0.0,
PPS,invalid_flag,5192,C1CC(Oc2ccc(CNCC3CN(C(=O)Cn4ccc(C5CN(C(=O)Cc6ccc(C(F)(F)F)cc6)C5)n4)ccc3c2)C1,0.0,
PPS,invalid_flag,5198,c1cc2c(OCC(=O)NCc3ccc(CN)cc3)ccc(CN)cc2cc1,0.0,
PPS,invalid_flag,5225,c12cc(Cc3cc(C(N)C(N)Cc4cc5ccccc5[nH]4)=O)[nH]c3ccc1[nH]cc2C#N,0.0,
PPS,invalid_flag,5242,c12ccc(CNCC3Cc4ccc(CN)cc4C3)ncc1cccc2,0.0,
PPS,invalid_flag,5244,c1c(F)c(C2CCN(CC=Cc3ccc(NCCc4cc(C(=O)N)ccc4)C3)cc2)nccc1,0.0,
PPS,invalid_flag,5248,c1c(C2CC2N(CCC(=O)NCCN2Cc3ccccc3C2)ccc(C(=O)N2CC(=NNC(=O)c3ccc(C(=O)N)cc3)CC2)c1,0.0,
PPS,invalid_flag,5250,n1c(C(=O)NCCc2ccc(CN3CCN(CC=Cc4cc(C(=O)N)ccc4)CC3)o2)ccc(C(N)=O)cc1,0.0,
PPS,invalid_flag,5251,c1cc(C2CN(CCCc3cc(CN)ccc3)C2)ccc(CNC2Cc3ccc(CN)cc3C2)c1,0.0,
PPS,invalid_flag,5253,c1c(Cn2cc(C(=O)N)c(CN)cc2)ccc(C(NC2CCC(N)(Cc3ccc(C(=O)N)cc3)CC2)=O)c1,0.0,
PPS,invalid_flag,5254,c1(=O)cccc(C(=O)NCCc2cc(C(N)=O)ccc2)cc1FFC1CN(Cc2ccc(C(N)=O)cc2)CC1,0.0,
PPS,invalid_flag,5256,c1c(C(=O)NCc2ccc(CNCC3CNCC3)cc2)ccc(CNC2CCc3cc(C(N)=O)ccc3)cc21,0.0,
PPS,invalid_flag,5260,CC(C1CNCC1)Oc1ccc(CN2CCN(CC3Cc4cc(C(=O)N)ccc4CC3)Cc2ccc1F,0.0,
PPS,invalid_flag,5262,c1c(CC2CN(CCN3CC(=O)NC3)ccc2ccc1Cc1cc(C2C3C2CN(CC2CCc4cc(C(N)=O)ccc42)CC3)ncc1,0.0,
PPS,invalid_flag,5279,C1(C(=O)NCc2ccc(NC(=O)NC3CCN(C(=O)Cc3ccc(C(=O)N)cc3)CC2)CCC(N)(C(=O)NO)C1,0.0,
PPS,invalid_flag,5285,c1cccc(Cn2cc3ccc(C(=O)NCCc4ccc(C(=O)N)cc4)cc3c2)cc1F,0.0,
PPS,invalid_flag,5313,c1(N2CCN(CCNC(=O)NC3(C(=O)N)CC3)Cc2ccc(C(=O)N)cc2cc1,0.0,
PPS,invalid_flag,5323,c1cc(C2CN(CC3CNCC3)CC2)ccc(CN2CC(O)CC2CC(=O)NCCCc2ccc(CN)cc2)c1,0.0,
PPS,invalid_flag,5344,Cc1cccc(CN2CCC(CN(Cc3ccc(CN)cc3)C2)CC1CCC(=O)NCCc1cc(C(F)(F)F)ccc1F,0.0,
PPS,invalid_flag,5363,c1c(C2CN(CCC(=O)N3CCN(CC(=O)Nc4ccc(C(N)=O)cc4)CC3)C2)ccc(C2CC2CN)cc1,0.0,
PPS,invalid_flag,5365,CC(CC(NCC(=O)N1CCC(NCc2cc(C(=O)N)ccc2)C1)=O,0.0,
PPS,invalid_flag,5370,C(CC(N1CCC(NC(=O)NC2CN(c3ccc(C(N)=O)cc3)CC2)C1)=O,0.0,
PPS,invalid_flag,5371,C(C(N)CC(=O)NC1CC1CNC(=O)N1Cc2cc(C(N)=O)ccc21,0.0,
PPS,invalid_flag,5372,c1cc(Cc2cc(Cc3ccc(C(NO)=O)[nH]3)ccc2)cccc1OCC1Cc2ccccc2C1,0.0,
PPS,invalid_flag,5376,c1(C(=O)NCCc2ccc(CN)cc2)ccc(C2CCCN2CCN(C2CCN(Cc3cc(C(=O)N)ccc3)CC2)cc1,0.0,
PPS,invalid_flag,5388,c1c(C2CN(CC(=O)NCC(=O)N3CCN(CCCc4ccc(C(N)=O)cc4)CC3)C2)ccc(C(N)=O)cc1,0.0,
PPS,invalid_flag,5393,c1c(Cn2cc(CCCC(=O)N3CCC(NC(=O)NC)CC3)ccc2)ccc(C(=O)N)c1,0.0,
PPS,invalid_flag,5403,C(=C1C(=O)CC(NCc2ccc(C(N)=O)cc2)C1)Cc1ccc(CN2C3CC(NCc4ccc(C(N)=O)cc4)CC3)CC2)cc1,0.0,
PPS,invalid_flag,5404,c1c(C(=O)NCC(=O)NCC2CN(Cc3cc(C(=O)N)ccc3)CC2)ccc(Cc2ccc(CN)cc2)cc1,0.0,
PPS,invalid_flag,5409,c1c(C(C2CCN(Cc3ccc(C(N)=O)cc3)CC2)C)ccc(C(N)=O)cc1,0.0,
PPS,invalid_flag,5420,c1c(C(=O)NC2CCC(NCC(=O)N)CC2)ccc(C(NC2CN(CCc3ccc(F)cc3)CC2)C)=O,0.0,
PPS,invalid_flag,5422,c1ccc2c(CN3CCC(NC(=O)Nc4ccc(CN)cc4)CC3)cccc2cc1,0.0,
PPS,invalid_flag,5426,c1cc(C(C2CCN(CC(=O)NCc3ccc(C(=O)N)cc3)C2)C)ccc(C(=O)N)c1,0.0,
PPS,invalid_flag,5428,c1cccc(CN2CC(NC(CNC(=O)c3cc(C(N)=O)ccc3)C2)C1CC1NCCC1,0.0,
PPS,invalid_flag,5445,c1cc(CCNCC2CN(Cc3ccc(C(N)=O)cc3)CC2)ncc(C(=O)N)c1,0.0,
PPS,invalid_flag,5451,C1C2(CCN(CC(=O)N3Cc4ccc(CN5CCC(NC(=O)CN)CC5)cc4cc3)CC1CNC2,0.0,
PPS,invalid_flag,5485,c1cccc(C2CNCC2CNC(C2CNc3ccc(C(N)=O)cc3C2)c1,0.0,
PPS,invalid_flag,5490,c1c(C(=O)NC2CCN(C(=O)c3cc(CN)ccc3)C2)ccc(C(=O)NC2CCN(Cc3ccc(C(N)=O)cc3)C2)cc1,0.0,
PPS,invalid_flag,5494,c12cc(O)ccc1CCN(Cc1ccc(C(NCCC(=O)N3CCN(CCc4ccc(C(N)=O)cc3)CC4)CC1)C2,0.0,
PPS,invalid_flag,5496,n1(Cc2ccc(Cn3cccc3)cc2)ccc(C(NC2C(C(=O)N)CCC2)=O)cc1,0.0,
PPS,invalid_flag,5521,c1cc2cc(CN(Cc3ccc(CNCCCC)cc3)C)ccc2[nH]c1,0.0,
PPS,invalid_flag,5527,C1(=O)C(C(NCc2ccc(CN)nc2)=O)CCN1CC1CC1CC(=O)NCc1ccc(Cn2c3c(cc(C(=O)N)cc3)cc2)ccc1,0.0,
PPS,invalid_flag,5529,C1=C(C)Cc2cc(C(=O)NCCc3cc(OCCCc4cc(C(=O)N)ccc4)on3)cccc12,0.0,
PPS,invalid_flag,5552,c1ccc(Cn2cc(C(=O)N)cc2C(=O)N)ccc1CCN1CCc2cc(C(=O)N)ccc21,0.0,
PPS,invalid_flag,5559,c1c(CN2CC(C(=O)N)CC2)ccc(C2CN(CCCn3cc(C(=O)N)ccc3)CC2)c1,0.0,
PPS,invalid_flag,5592,c1(C2=CCN(CC(=O)N3CC(NC(=O)CN)CC3)ccc2)ccc(C(NCc2ccc(CN)cc2)=O)cc1,0.0,
PPS,invalid_flag,5595,c1c(Cn2cc(C(=O)N)cc2)ccc(C2CC2CN2CCC(CN(C(=O)N3CCC(NC(=O)Cc4ccc(C(=O)N)cc4)C3)C2)c1,0.0,
PPS,invalid_flag,5600,c1ccc(CNC(N2CCC(NC(=O)Nc3ccc(C(=O)N)cc3)C2)CC1CCC(=O)NO,0.0,
PPS,invalid_flag,5601,c1(C2CN(CC(=O)N3CC(NC(=O)NCC)CC3)cccc2ccc(F)cc1F,0.0,
PPS,invalid_flag,5604,o1c2cc(C(=O)N)ccc2ccc1CCN1CCc2ccc(C(NCCCN3CCc4ccc(CN)cc4C3)CC1)c2,0.0,
PPS,invalid_flag,5606,c1c(Cn2ccc(CC(=O)NCCc3ccc(C(N)=O)cc3)nc2)ccc(C(=O)NC2CN(CCC(N)=O)CC2)c1,0.0,
PPS,invalid_flag,5608,c1cc(C2CN(Cc3cc(CNCCc4ccc(C(N)=O)cc4)CC3)ccc2)ccc1Cc1ccc(CN2CC(=O)N(C)CC2)cc1,0.0,
PPS,invalid_flag,5611,c1c2c(c(C(N)=O)ccc2)ccc1Cn1cc(C(=O)c2cc(C(NCCC(=O)N)=O)ccc2)ncc1,0.0,
PPS,invalid_flag,5623,C(n1cc(C(=O)N)cc(CNC2CCN(Cc3cc(F)c(CN)cc3)CC2)c1)C1Cc2ccc(C(N)=O)nc21,0.0,
PPS,invalid_flag,5648,C(n1cc(C2CCN(CCC(=O)c3ccc(C(N)=O)cc3)CC2)ccc1C)Cc1cc(C(=O)N)ccc1,0.0,
PPS,invalid_flag,5650,C(NC(=Nc1ccc(C(=O)N)cc1)C(=O)NCC1CC1c1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,5661,c1cc(CCC2CC(NCC(=O)N3CC(CN)CC3)CC2)cc1F,0.0,
PPS,invalid_flag,5662,n1c(C(NC2CCN(CCNC(=O)C3CC3)CC2)ccc(C(=O)N2Cc3c(nccc3)C2)cc1,0.0,
PPS,invalid_flag,5688,C(CN(C(C(=O)NO)Cc1ccc(C(=O)N)cc1)=C1CCC(N2Cc3cc(C(N)=O)ccc3C2)CC1)C,0.0,
PPS,invalid_flag,5689,c1cc(CNC2CN(Cc3cc(Oc4ccc(C(N)=O)cc4)CC3)ccc2)ccc1C(=O)NCC1CC1,0.0,
PPS,invalid_flag,5705,O=C(c1cc(C(=O)NCCc2cc(N(C)C)ccc2)ccc1F)C1CCN(Cc2ccc(Cn3cc(C(=O)N)ccc3)nc2)CC1,0.0,
PPS,invalid_flag,5721,c1(CCCCN2CCC(CNC(=O)C3CCN(C(=O)C2C(=O)N)CC3)cccc2)ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,5744,c12ccc(C(=O)NC(C3CC3)CN)ccc1ccc(C(N)=O)c2,0.0,
PPS,invalid_flag,5752,c1c(C(=O)N)ccc2ccc(CNCCCNCc3cc(C(N)=O)ccc3)ccc12,0.0,
PPS,invalid_flag,5755,c1c(C(NC2CCN(CCNC(=O)Nc3ccc(C(N)=O)cc3)CC2)C(=O)C)ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,5758,c1cc(C2CCN(C(C3CCN(Cc4cc(N)ccc4)C3)C2)=O)ccc1Cn1ccc(=O)c2ccccc21,0.0,
PPS,invalid_flag,5766,N1=Cc2ccc(C(=O)NCCC(Cc3cc(C(N)=O)ccc3)N)ccc21,0.0,
PPS,invalid_flag,5773,C(c1ccc(C2CCC(N3Cc3ccc(C(N)=O)cc3CC2)cc1)CN1CC(Oc2cc(C(=O)N)ccc2)CC1,0.0,
PPS,invalid_flag,5793,c1cc(CC2CN(CC3CC(NC(=O)NCC(=O)N)CC3)CC2)cc1Cc1cc(C(F)(F)F)ccc1,0.0,
PPS,invalid_flag,5816,n1cc(C2CN(CC(=O)N3CC(N)CC3)C2c1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,5820,c1(C2CCC(NC(=O)Cc3ccc(C(N)=O)cc3)C2)ccc(C(=O)N2CCC(N2CCC(NC(=O)Cc3ccc(CN)cc3)CC2)C)nc1,0.0,
PPS,invalid_flag,5822,n1(Cc2ccc(C(=O)N)cc2)ccc(C(=O)N2CCC(NC(=O)Nc3ccc(CN)cc3)CC2)cc1,0.0,
PPS,invalid_flag,5824,c1cc(C=C2CCC(NC(=O)Nc3ccccc3)C2)cc1CN1CCC(N2Cc3ccc(C(N)=O)cc3CC2)C1,0.0,
PPS,invalid_flag,5826,c1cc(C(=O)n2cc(C(=O)NCCC(=O)NCCc3ccc(CN)cc3)ccc2)ccc1,0.0,
PPS,invalid_flag,5839,c1c(C(=O)NCc2ccc(CN)cc2)ccc(Cn2ccc3ccc(C(=O)N)cc3c2)c1,0.0,
PPS,invalid_flag,5843,n1(CCc2ccc(C(=O)N)cc2)ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,5854,O=C(C(=Cc1ccc(C(N2CCN(CCc3ccc(F)cc3)CC2)C)cc1)=O)Cc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,5860,c1(C(C(C(=O)N)N)C)C)ccc(C(=O)NC2CCN(CC(=O)N)CC2)cc1,0.0,
PPS,invalid_flag,5874,c1(CN2CCc3cc(-c4ccc(CNCCO)cc4CC3)cc2)ccc(C(NN)=O)cc1,0.0,
PPS,invalid_flag,5901,c1c(C(C2CCN(CC(=O)N)CC2)(C(C(C2NCCN2)=O)C)F)ccc1Cc1ccc(C(N)=O)cc1,0.0,
PPS,invalid_flag,5906,c1c(C(=O)NCc2ccc(CN)cc2)ccc(C2CC2CNCC3CCN(C(=O)c3cc(C#N)ccc3)C1,0.0,
PPS,invalid_flag,5915,c1c(Cc2ccc(C(=O)N)cc2)ccc(C2C(O)CC(N2Cc2ccc(C(N)=O)cc2)C1,0.0,
PPS,invalid_flag,5923,c1(CC(=O)N2CCc3ccc(C(=O)N)cc3C2)ccc(C(=O)N2CCC(NCC(N2CCN(C(OCC)=O)CC2)=O)C)cc1,0.0,
PPS,invalid_flag,5928,c1c(Cn2c(C)c(C(=O)N)ccc2)ccc(C2CN(CC(=O)NC3CC3)CC2)c1,0.0,
PPS,invalid_flag,5929,C1C(C(=O)NC2CCN(Cc3ccc(C(NO)=O)cc3)CC2)ccc1CNc1c2cc(C(N)=O)ccc2[nH]c1,0.0,
PPS,invalid_flag,5932,c1(NC2CN(C(=O)Cc3cc(C(N)=O)ccc3)CC2)ccc(C(NC2CCN(CC(=O)N3CCN(Cc4cc(C(F)(F)F)ccc4)CC3)=O)CC2)cc1,0.0,
PPS,invalid_flag,5940,c1c(C(=O)NCCc2ccc(Cn3cc(C(=O)N)ccc3)cc2)ccc(C(=O)NC2CCN(CC(=O)N)CC2)c1,0.0,
PPS,invalid_flag,5965,c1cc(C2CN(CC3CCN(CC=C(C(=O)N)C)CC3)CC2)Cc2ccc(C(N)=O)cc21,0.0,
PPS,invalid_flag,5968,c1c(C2CCN(C(Nc3ccc(C(=O)N)cc3)=O)CC2)ccc(C(N2CCN(CC(=O)N)CC2)CC2CN(C)CC2)C1,0.0,
PPS,invalid_flag,5986,C(=O)(C1CC1)OCc1ccc(C(N2CCN(CC(=O)Nc3ccc(C(=O)N)cc3)CC2)=O)cc1)C,0.0,
PPS,invalid_flag,6001,c1cc(C(=O)N2CCN(CCC(=O)NCCc3ccc(C(F)(F)F)cc3)CC2)cc1Cc1ccc(CN)cc1,0.0,
PPS,invalid_flag,6011,C(=Cc1ccc2c(c1)CCC(=O)N2C)CC1C(=O)N2C(=O)N(Cc3cccc(C(=O)N)c3)CC1)C2,0.0,
PPS,invalid_flag,6061,Cc1cc(C(=O)NCC(N2CC(NCC(=O)N3CC(N)C3)CC2)ccc1Br,0.0,
PPS,invalid_flag,6071,c1c(C(=O)NC2CCN(CC(=O)N3CC(N)CC3)CC2)ccc(C(=O)N2CCN(CCc2ccc(C(N)=O)cc2)C1)C,0.0,
PPS,invalid_flag,6080,c1cc(CN2CCCC2CNCC(=O)Nc2ccc(C(=O)N)cc2)cc1C1CC1CN)C,0.0,
PPS,invalid_flag,6093,C(C(C(=ONNO)N)C)c1ccc(C(=O)N2Cc3cc(C(=O)N)ccc3C2)cc1,0.0,
PPS,invalid_flag,6106,c1c(C2CC2CN2CCN(CCCNC(=O)NCCN3CCC(N)CC3)cc2nccc1,0.0,
PPS,invalid_flag,6107,C(=NCc1ccc(C(=O)N)cc1)c1ccc(C(=O)N2CCC(N)(Cc2cc(F)ccc2)CC1)C,0.0,
PPS,invalid_flag,6108,c1(CC(=O)N)sc2cc(C(=O)N)ccc12,0.0,
PPS,invalid_flag,6112,c1c(CC2CCN(CCC3CCN(C(=O)Cc3ccc(C(N)=O)cc3)O)CC2)ccc(C(=O)N)c1,0.0,
PPS,invalid_flag,6125,C(=CN1CCN(Cc2ccc(C(=O)N)cc2)CC1)ccc(C(=O)NCc1ncc(C(N)=O)cc1)F,0.0,
PPS,invalid_flag,6158,C1(=O)C(=O)N(Cc2cc(C(=O)N)ccc2)CC1CNc1ccc(C(C2CC2)C)cc1)C,0.0,
PPS,invalid_flag,6160,C1(c2ccc(C(NC(C(=O)N)N)C)(=O)=O)cc2)CC1c1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6181,c1c(C(=O)NCCCN2CCC(C(=O)NCCc3ccc(C(N)=O)cc3)CC2)ccc(C(=O)N2CCC(NC(=O)Cc2ccc(C(=O)N)cc2)c1,0.0,
PPS,invalid_flag,6199,C(=CC(=O)O)cc1CCc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6209,C1C(C(=O)NCc2ccc(C(NCCNC(=O)Cc3ccc(C(N)=O)cc3)cc2)=O)CC1,0.0,
PPS,invalid_flag,6213,C(N1CCc2ccc(C(N)=O)cc21)(=O)Cc1ccc(C(=O)N2CCC(NCC(=O)N2Cc3cc(C(N)=O)ccc3CC2)cc1,0.0,
PPS,invalid_flag,6225,C(C(=O)Nc1ccc(C2CCC(N2Cc2cc(C(=O)N)ccc2)cc1)Cc1ccc(C(N)=O)cc1,0.0,
PPS,invalid_flag,6274,C(F)(F)(c1ccc(C(=O)N2Cc3ccc(C(=O)N)cc3C2)cc1)Fc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6295,c1c(C(C2CCN(CC3CCN(C(=O)NCC(=O)N)CC3)C)C2)CC#N)ccc(C(N)C(=O)N)c1,0.0,
PPS,invalid_flag,6297,c1c(C2CN(CCC3CCN(Cc4ccc(C(N)=O)cc5)CC4)CC3)CC2)ccc(C(N)=O)c1,0.0,
PPS,invalid_flag,6309,C1C(C(=O)NCC(=O)NCc2ccc(Cn3cc(C(=O)N)ccc3)cc2)C(Cn2ccc(C(=O)N)c2)CC1,0.0,
PPS,invalid_flag,6347,n1c(C(=O)N2CCC(C(F)(F)F)CC2)ccc(C(=O)NC2C3CN(CCNC(=O)CNC(=O)Cc4ccc(N)cc4)CC3)c2c1,0.0,
PPS,invalid_flag,6353,C(=Cc1ccc(C(N)=O)cc1)Cc1ccc(CN2CCC(CCN2Cc3ccc(C(=O)N)cc3)CC2)cc1,0.0,
PPS,invalid_flag,6361,c1c(C2C(C(=O)N)C2)ccc1CC1Cc2cc(C(=O)N)ccc2C1,0.0,
PPS,invalid_flag,6416,[nH]1c2ccc(C(=O)N)cc2ccc1CC1CC1C(=O)NCc1ccc(C2CN(CC(=O)N3CC(F)CC3)C2)cc1,0.0,
PPS,invalid_flag,6447,C1N(CC(N2CCC(NC(=O)Nc3ccc(C(N)=O)cc3)CC2)=O)CC1)Cc1ccc(C(NC2CCC(N)CC2)=O)cc1,0.0,
PPS,invalid_flag,6480,C(C(C(=O)N1CCC(N)C1)c1ccc(C(=O)N)cc1)NCC1CCN(C(=O)Nc2ccccc3)CC2)CC1,0.0,
PPS,invalid_flag,6515,c1c2c(ccc(CNC3CCN(CC=Cc4ccc(C(N)=O)cc4)CC3)cc2)ccc1CCC1CCN(CC(=O)N)CC1,0.0,
PPS,invalid_flag,6534,C(=O)(c1ccc(CN2CCCc3ccc(C(=O)N)cc32)cc1C1CC1C(=O)NCc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6566,o1c2ccc(C(=O)N)cc2ccc1CCNCC1CCNCC1,0.0,
PPS,invalid_flag,6589,c1(CCC2CC(C(=O)N)CC2)ccc(C(=O)N2CCC(N(CC(=O)N)C3)CC3)cc23)cc1,0.0,
PPS,invalid_flag,6593,Fc1ccc(C(=O)NCc2ncc(C(=O)N)cc2)ccc1C1CC1CNCc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6604,s1c2ccc(C(=O)N)cc2c(C(=O)NCCN2c3c(cccc3)CC2)cc1,0.0,
PPS,invalid_flag,6606,C(CCCC1CCN(Cc2ccc(C(N(C3CCC(N)CC3)=O)C)cc2)CC1)CC#N,0.0,
PPS,invalid_flag,6617,c1c(Oc2ccc(CNCC(=O)N)cc2)ccc(C2CC2CN(CC2CNCC(CO)C2)c1,0.0,
PPS,invalid_flag,6653,C1(=O)CC(NCc2ccc(C(N)=O)cc2)CC1)Cc1ccc(C(=O)N2CCC(NCC3CCN(CC(=O)N)CC3)CC2)cc1,0.0,
PPS,invalid_flag,6662,c1c(C2CC2c2cc(C(=O)N)ccc2)cccc1C1CCN(CCCc2cc3cc(C(N)=O)ccc3[nH]2)CC1)F,0.0,
PPS,invalid_flag,6703,C(=O)(c1ccc(C2CC2C(=O)N)cc1CCC1CCN(CCNC(=O)Nc2ccc(CN)cc2)CC1,0.0,
PPS,invalid_flag,6704,c1ccc(C2CC2C(C(=O)NCc2ccc(C(=O)N)cc2)cc1,0.0,
PPS,invalid_flag,6716,C1(=O)CC(C(=O)Oc2ccc(C(=O)N)cc2)CN(CCC1Cc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6755,C1CC(C(=O)NCC2CCN(C(=O)CNC(=O)Nc3ccc(OC)cc3)CCN2CC1Cc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6774,C1(=O)CCC(CCN2Cc3ccc(NC(=O)CNCC2c4ccc(N)cc4)cc3C2)Cc1cc1ccccc1,0.0,
PPS,invalid_flag,6789,C(C1CC(NCc2ccc(C(NO)=O)cc2)NC1)ccc1ccccc1CCc1ccc(C(NO)=O)cc1,0.0,
PPS,invalid_flag,6799,Cc1ccc(C2CC2CN)cc1Cc1ccc(Cn2cc(CNC(c3ccc(C(=O)N)cc3)=O)ccc2cc1,0.0,
PPS,invalid_flag,6808,C(c1ccc(C2CC2c2cc(N3CC(O)CC3)ccc2)ccc1CC(=O)N)c1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6841,C1C(CC2CNCC(Cc3ccc(C(N)=O)cc3)N2)CC1c1ccc2ccccc21,0.0,
PPS,invalid_flag,6843,c1(C(N2CCC(CCNCC3C(=O)NC3)CC2)ccc(C(=O)N)c2)ccc(C(=O)N)c1)C,0.0,
PPS,invalid_flag,6864,c1ccc(C2C3CCc4ccc(CCNCC)cc43)ccc2CC1CNCCO,0.0,
PPS,invalid_flag,6866,C1CC(C(=O)N)CCC1n1ccc(C2CN(Cc3ccc(C(NC)=O)cc3)CC2)cc1,0.0,
PPS,invalid_flag,6889,c1(C2CCC(NCC(=O)N)CC2)ccc(NCCC(C(N2CCC(N3Cc3ccccc3C2)=O)(O)C)CC#N)c1,0.0,
PPS,invalid_flag,6890,c1c2c(ccc(CNCCC3CCN(Cc4ccc(C(N)=O)cc4)CC3)cc2)ccc1Cc1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,6901,c1c(Oc2cc3c(cc2)CCN(CCc2ccc(C(N)=O)cc2)CC3)ccc1CC(C(=O)N1CCC(C(=O)N)C1)C,0.0,
PPS,invalid_flag,6904,c1(C(=O)C2CCN(CCc3ccc(C(NC(C)(C)C)=O)cc3)CC2)ccc(C(=O)N)c1,0.0,
PPS,invalid_flag,6920,c1(C(=O)N2CCC(CNCC3CCN(Cc4ccc(C(=O)N)cc4)C3)CC2)ccc(NC(=O)N2Cc3c(cccc3)CC2)n1,0.0,
PPS,invalid_flag,6935,c1(C2CN(Cc3ccc(C(N)=O)cc3)CC2)ccc(C2CC2CNCC2CNC(=O)CN)cc2c1,0.0,
PPS,invalid_flag,6954,C(C(=O)NCCc1ccc(C(N2CCC(CCC(=O)N)CC2)(=O)=O)cc1)c1ccc(C(=O)N)cc1,0.0,
PPS,invalid_flag,7001,c1(Cc2cc(C(=O)N)ccc2)ccc(CN2CCC(CCNCc3ccc(N)cc3)CC2)c1,0.0,
